,Human Longitude,Human Latitude,Human Acres Burned
14062,-121.48694,43.73972,0.5
12941,-121.48694,43.72972,0.01
4766,-121.48683,42.335,0.1
4805,-121.4865,43.67033,0.1
4074,-121.48633,42.51933,0.01
1907,-121.48627,45.53254,0.01
1127,-121.48605,45.55095,1.7
1028,-121.48601,44.24589,3.0
900,-121.48598,44.33334,1.5
124,-121.48598,44.33334,0.1
1206,-121.48595,44.24227,0.1
2087,-121.48592,44.32972,0.1
2192,-121.48584,44.31511,0.01
5745,-121.48583,43.83306,0.15
8913,-121.48556,43.85472,0.05
10426,-121.48556,43.85861,0.02
5810,-121.48556,44.24778,0.1
11492,-121.48528,43.70889,0.01
578,-121.4849,43.70894,0.01
2218,-121.48484,43.70532,0.02
8562,-121.48472,43.54111,0.0
13521,-121.48472,43.85528,0.01
8994,-121.48472,44.29139,0.08
2047,-121.48451,43.54221,0.0
4039,-121.4845,45.7035,0.01
6191,-121.48447,45.70642,0.01
12814,-121.48444,44.34806,0.3
5797,-121.48444,43.80861,0.02
17179,-121.48444,43.69361,0.25
1257,-121.48439,43.53496,0.1
4689,-121.484,43.60883,0.0
13852,-121.48389,43.66444,1.0
11668,-121.48389,42.32083,3.5
3961,-121.48383,43.6615,2.65
2948,-121.48367,43.8356,0.01
8528,-121.48361,44.29333,0.03
4675,-121.4835,44.32567,0.01
382,-121.48336,43.85372,0.01
11501,-121.48333,43.53333,0.0
11868,-121.48333,43.38333,0.0
14914,-121.48306,45.68111,0.07
10387,-121.48306,44.32778,0.05
9021,-121.48306,43.85,0.01
10631,-121.48306,44.31639,0.01
9512,-121.48306,43.70472,168.0
6021,-121.48306,45.70608,12.0
13353,-121.48306,43.54056,0.0
8579,-121.48306,43.85111,0.1
903,-121.48278,44.20883,0.01
10872,-121.4825,43.83722,1.0
7344,-121.4825,43.70472,0.1
8369,-121.48222,43.54139,0.0
14946,-121.48222,43.80361,0.01
12571,-121.48167,45.70528,0.1
2410,-121.48148,42.95458,0.5
8450,-121.48139,45.65361,0.01
7402,-121.48139,43.8525,0.1
8659,-121.48139,42.03111,12.1
681,-121.48094,44.33339,0.01
924,-121.48084,44.33708,0.05
7708,-121.48083,43.83444,0.02
5005,-121.48083,44.32983,0.01
12298,-121.48067,45.70483,0.25
15090,-121.48056,44.24667,0.1
15624,-121.48056,43.85167,0.1
7957,-121.48056,43.84111,0.4
12360,-121.48028,43.80167,0.04
9165,-121.48028,43.83667,0.25
15969,-121.48,43.66889,0.68
8457,-121.48,44.31444,1.1
6894,-121.48,43.54333,0.0
9597,-121.47944,43.53083,0.1
15589,-121.47889,42.04972,1.0
2954,-121.47866,43.83564,0.1
12643,-121.47861,42.045,1.83
13192,-121.47861,43.83444,0.01
11732,-121.47861,44.14444,0.1
16218,-121.47844,44.24125,0.01
98,-121.47841,43.85739,0.25
861,-121.47835,43.85376,0.01
7857,-121.47806,44.34722,0.2
14156,-121.47806,43.85889,0.01
9458,-121.47806,43.54389,0.1
15386,-121.47778,43.85167,0.25
7948,-121.47778,44.33667,1.5
14206,-121.47778,44.34694,0.01
17148,-121.47769,43.54319,0.01
15273,-121.4775,43.83444,0.01
8732,-121.4775,42.31833,0.5
7155,-121.47694,43.53694,0.1
12595,-121.47694,44.21833,0.1
14110,-121.47667,45.69306,0.73
13822,-121.47667,43.845,0.1
13193,-121.47611,43.85833,0.01
2203,-121.47593,44.24598,0.01
5292,-121.47567,44.22783,7.0
9080,-121.47528,43.83139,0.1
7537,-121.475,43.83889,0.01
16061,-121.475,43.64583,686.0
2474,-121.47497,43.71264,0.01
10008,-121.47472,45.70389,0.43
9630,-121.47472,43.74444,0.03
17171,-121.47469,43.51667,0.25
14867,-121.47444,43.83806,0.25
18,-121.47437,43.53143,0.03
78,-121.47417,43.82842,0.01
10611,-121.47417,43.5325,0.0
15171,-121.47417,45.57944,313.0
4161,-121.474,43.83683,0.1
12346,-121.47389,44.29139,0.01
8060,-121.47389,45.70389,0.01
4751,-121.47383,43.85967,0.01
10838,-121.47378,43.53667,0.01
10839,-121.47378,43.53667,0.01
2462,-121.47366,43.83569,0.25
12980,-121.47333,44.24861,0.01
4918,-121.47333,43.8575,0.1
4648,-121.47317,44.139,9.0
13580,-121.47317,44.29125,0.01
4955,-121.47283,43.5355,0.0
16005,-121.47278,43.70361,0.1
15606,-121.47278,45.56944,5.8
7208,-121.47278,43.71333,0.15
7997,-121.4725,43.82611,0.1
10267,-121.47222,44.14194,6908.0
6373,-121.47222,43.84972,0.01
4701,-121.47217,44.34217,0.01
4512,-121.47133,43.5255,0.0
13314,-121.47133,43.70572,0.61
957,-121.47116,44.39147,0.5
16553,-121.4711,43.83853,0.1
727,-121.47101,44.40973,0.2
12631,-121.47083,42.0775,11.0
13224,-121.47056,43.85639,0.01
9337,-121.47056,45.69889,60.0
11153,-121.47056,43.53306,0.0
7209,-121.46972,43.73833,0.2
14877,-121.46972,43.71389,0.1
1307,-121.46948,43.73802,0.01
1838,-121.46947,43.78866,3.0
3336,-121.46946,43.53509,0.02
3574,-121.46938,45.68404,9.8
938,-121.46932,45.68042,1.0
3719,-121.46929,43.54944,0.25
2219,-121.46916,43.82847,0.01
7244,-121.46889,43.85056,0.15
15255,-121.46889,43.85306,0.04
15151,-121.46889,43.78861,0.01
15912,-121.46889,45.09167,6200.0
3331,-121.46877,43.84297,0.02
1939,-121.46852,43.86849,0.01
2374,-121.4684,43.85747,1.0
7605,-121.46806,45.68278,1264.11
16062,-121.46778,43.60497,686.0
7357,-121.46778,43.84778,0.1
15818,-121.4675,45.57611,0.1
7638,-121.46722,43.83083,0.6
11556,-121.46722,43.84194,0.01
9203,-121.46694,42.12917,0.2
15652,-121.46694,43.85361,0.01
11806,-121.46667,43.8125,0.04
12489,-121.46639,42.31972,0.1
15761,-121.46639,45.69806,0.1
10292,-121.46639,43.82361,0.05
8773,-121.46639,43.81222,0.1
10621,-121.46639,43.10639,3.2
15015,-121.46528,43.66667,50.0
6678,-121.465,44.30944,0.15
4907,-121.46467,43.74867,0.1
1190,-121.46436,45.69786,0.01
10343,-121.46389,45.10361,0.3
8136,-121.4625,42.12861,4.0
2469,-121.46247,44.12188,1.25
9492,-121.46222,42.97583,1.3
9341,-121.46222,45.63028,1.33
11963,-121.46194,44.36972,0.9
11618,-121.46167,43.84056,0.1
11572,-121.46139,44.21528,0.02
12780,-121.46083,44.32611,0.1
785,-121.46082,44.31516,0.2
15072,-121.46056,43.80944,0.1
10225,-121.46056,43.79972,0.1
6125,-121.46028,43.78139,0.1
9996,-121.46,43.30083,0.0
1910,-121.45985,43.77417,0.01
1227,-121.45967,43.78499,0.01
198,-121.45966,45.68987,0.2
2523,-121.45939,43.79936,0.25
1615,-121.45927,43.79211,10.7
2385,-121.45919,43.81031,0.01
2384,-121.45919,43.81031,1.0
14865,-121.45917,44.39083,0.01
15898,-121.45917,45.69611,0.4
1197,-121.45904,43.82475,0.1
2448,-121.45887,43.84295,0.01
4428,-121.45866,43.80616,0.1
7578,-121.45861,43.85,0.1
1963,-121.45848,45.10162,0.3
10000,-121.45806,43.85861,0.01
5574,-121.458,43.86267,0.05
5383,-121.45733,43.44217,0.25
15702,-121.45667,44.34083,0.1
16662,-121.45611,45.67833,14.7
15621,-121.45611,43.85417,0.01
15976,-121.45583,42.44611,0.06
10157,-121.45583,44.44,0.9
298,-121.45577,44.3152,0.01
5602,-121.45528,44.12556,3.1
2836,-121.45521,43.72713,0.01
1093,-121.45425,43.81398,0.01
5637,-121.45403,44.38886,88.56
8276,-121.45333,43.54556,0.1
13643,-121.45333,42.16944,0.1
5474,-121.45167,45.62817,0.04
7192,-121.45139,43.81278,0.2
6449,-121.45139,43.81806,0.25
8185,-121.45083,43.66556,0.01
225,-121.45019,43.70538,0.01
735,-121.45011,42.32792,0.75
34,-121.45011,42.32792,0.1
1588,-121.44987,43.49439,0.0
16411,-121.44972,44.34972,0.2
11190,-121.44972,43.66528,0.1
1382,-121.44933,45.68995,0.01
7860,-121.44917,44.3675,0.7
1958,-121.44903,43.82483,0.01
11165,-121.44889,43.66556,0.1
8332,-121.44861,44.10861,0.15
8725,-121.44833,43.78528,0.05
7159,-121.44806,44.10889,0.1
7096,-121.44778,43.715,0.05
9313,-121.44667,43.71278,0.01
3963,-121.446,44.377,0.01
641,-121.44544,44.54007,94.0
12375,-121.44528,44.32056,0.5
2955,-121.44522,43.70899,0.01
12409,-121.445,42.28389,0.1
14869,-121.44472,43.70472,0.01
15714,-121.44389,42.28556,6.0
7990,-121.44333,44.06722,1.9
17195,-121.44278,43.70778,9.0
8164,-121.44278,43.71028,0.03
14882,-121.4425,42.47778,21.0
2576,-121.44201,43.46378,1.5
15553,-121.44194,43.70944,0.5
4201,-121.44066,43.65916,0.55
5800,-121.44028,43.89278,0.1
9579,-121.44028,44.11111,0.05
1841,-121.44011,42.27322,0.5
15582,-121.43944,42.47361,1.9
3387,-121.43897,43.82484,0.1
1876,-121.43897,43.82484,0.1
27,-121.43829,45.63716,0.01
8354,-121.43806,45.67667,0.1
6553,-121.43778,42.30417,0.01
13480,-121.43611,43.83,0.1
11934,-121.43611,43.82861,0.1
914,-121.4357,42.32423,0.1
3093,-121.43488,42.56396,0.1
6612,-121.43472,42.32306,0.01
16550,-121.4343,44.39252,1.9
5776,-121.43389,43.825,0.02
9998,-121.43333,44.05639,0.01
2149,-121.43314,45.40089,0.01
15871,-121.43306,42.36583,0.52
9016,-121.43306,44.10222,0.83
6761,-121.43278,43.83056,0.25
9967,-121.43222,43.82222,0.1
12962,-121.43194,43.86222,0.01
7204,-121.43083,43.87389,0.15
12405,-121.43083,42.47111,0.1
12389,-121.43083,44.14444,0.1
15899,-121.43056,45.6875,0.1
10707,-121.43028,45.14056,0.03
448,-121.42893,43.88325,0.01
14120,-121.42889,42.27583,0.1
10849,-121.42833,42.27861,0.16
14851,-121.42833,43.83806,0.01
10992,-121.42778,42.29583,0.1
16916,-121.42722,43.85639,0.1
13324,-121.42694,44.13639,0.02
16555,-121.42694,42.29222,0.1
1337,-121.42672,44.12196,0.25
12500,-121.42667,42.07472,0.62
16520,-121.42639,42.29222,0.2
43,-121.42587,42.31685,0.01
11682,-121.42583,45.67222,0.83
5861,-121.42575,42.29983,0.4
9576,-121.425,44.13306,0.01
5782,-121.42444,43.83694,0.01
4771,-121.424,43.82167,0.01
7268,-121.42361,45.68667,0.01
6303,-121.42333,45.53944,0.26
3196,-121.42286,45.13774,38.5
7768,-121.42278,43.36083,0.0
12519,-121.42167,45.10361,0.1
13042,-121.42139,42.29889,0.1
837,-121.42105,42.34603,2.0
398,-121.42095,42.29866,0.01
4943,-121.42,42.06833,1.0
15946,-121.42,42.55278,13.9
10877,-121.41861,42.28972,0.25
15277,-121.41806,42.36389,0.1
15585,-121.41778,42.28444,0.1
12391,-121.41722,42.33917,0.1
17047,-121.41694,44.11028,0.04
6174,-121.41667,43.995,0.01
4787,-121.4165,42.43567,0.1
14263,-121.41611,44.14639,0.01
1001,-121.41584,43.09933,24.0
2432,-121.41564,44.37332,1.5
10793,-121.41528,45.67139,0.01
10015,-121.415,43.88028,0.3
875,-121.41486,44.56924,20.0
253,-121.41373,43.89752,0.01
9731,-121.41361,45.67833,8.3
16779,-121.41333,43.90083,0.1
1470,-121.41282,45.68498,0.01
8119,-121.41278,42.34778,0.25
14196,-121.4125,43.25083,0.8
14716,-121.4125,44.06583,0.1
15842,-121.4125,42.33861,0.01
16744,-121.41139,45.6875,0.1
12267,-121.41111,42.3575,0.1
17066,-121.41083,42.31333,0.1
6482,-121.41083,44.04944,1.3
8880,-121.41083,44.16472,5.0
13211,-121.41,42.36139,0.1
12314,-121.40917,42.25083,8.08
14886,-121.40889,44.38583,0.1
11783,-121.40889,44.06611,0.01
10837,-121.40833,45.67056,0.5
9123,-121.40806,44.13806,0.33
13468,-121.40778,42.06861,0.75
7315,-121.40722,42.44194,0.25
935,-121.40644,44.05325,0.4
873,-121.40642,42.30579,0.02
15758,-121.40639,42.29472,0.1
829,-121.40637,42.30217,0.3
1511,-121.40535,43.55411,0.01
14471,-121.40528,42.34,0.1
39,-121.40508,43.49621,3.0
14824,-121.40472,42.27889,0.1
11710,-121.40386,45.68516,1.0
16565,-121.40361,42.54778,0.1
15948,-121.40333,42.34111,0.11
16413,-121.40306,42.54778,0.1
3608,-121.40255,45.68868,0.01
15916,-121.40222,42.28528,1288.0
14338,-121.40222,42.29028,0.1
12493,-121.40167,42.28556,0.1
5997,-121.4015,42.26767,1.1
14677,-121.40111,42.27361,0.65
1557,-121.40042,43.55777,0.02
7410,-121.40028,44.08556,0.15
15587,-121.4,42.34306,0.1
15942,-121.4,42.47389,37.5
8885,-121.39972,44.06222,1.8
5680,-121.39972,44.07444,1.4
16047,-121.39972,44.46583,6032.0
15656,-121.39972,42.3425,0.27
13594,-121.39972,42.31861,0.35
14339,-121.39972,42.28972,0.11
12518,-121.39972,45.10528,0.01
8699,-121.39889,42.3525,0.01
17091,-121.39778,43.99444,0.01
2896,-121.39751,45.67703,0.75
13108,-121.3973,42.353,0.16
2364,-121.39727,43.98805,0.1
10411,-121.39722,45.13778,652.0
10238,-121.39722,45.54583,3.6
9455,-121.39694,45.14889,2.3
14254,-121.39667,44.08806,0.11
812,-121.39639,42.44043,2.3
15578,-121.39639,44.10556,211.0
3855,-121.39626,44.12913,0.2
312,-121.39617,44.08567,0.25
6,-121.39592,42.47313,21.5
254,-121.39592,42.47313,0.3
12216,-121.39561,45.12897,0.16
8990,-121.39556,42.46778,9.6
14935,-121.39556,45.12861,0.14
12695,-121.39472,45.2175,0.2
4088,-121.3945,45.21933,0.02
11651,-121.39417,45.67806,0.5
16004,-121.39389,42.22083,0.1
12340,-121.39333,42.34806,0.1
13219,-121.39333,44.12333,0.2
14060,-121.39306,45.67583,0.01
7749,-121.39306,43.98833,0.01
12246,-121.3925,42.26111,0.25
16525,-121.3925,42.36861,0.25
1649,-121.39231,43.99171,0.01
3482,-121.39228,45.12669,0.5
16846,-121.39222,42.36833,0.1
14676,-121.39194,45.68278,0.02
91,-121.39171,42.42615,1.0
12565,-121.39167,45.6825,0.01
15966,-121.39167,43.99861,0.01
10854,-121.39167,45.68028,0.01
16753,-121.39139,42.34611,0.1
9049,-121.39139,43.66639,0.06
1216,-121.39121,43.10655,0.25
15239,-121.39111,42.24417,0.1
2544,-121.39098,42.55658,6.1
2504,-121.39097,43.11383,0.25
14191,-121.39056,45.21778,0.71
16505,-121.3895,44.38917,0.25
14114,-121.38806,42.41167,5.74
14462,-121.3875,42.47361,6.5
1600,-121.38729,43.99175,0.01
831,-121.3868,42.26587,0.1
15944,-121.38644,44.09292,0.01
9141,-121.38611,45.68056,0.2
12377,-121.38608,45.68042,0.1
11086,-121.38583,45.535,5.0
9148,-121.385,42.15667,0.2
17004,-121.38444,42.53417,0.25
3994,-121.38433,42.30033,0.6
5549,-121.38417,45.12233,27.7
15653,-121.38389,42.29222,0.63
7936,-121.38361,45.0875,0.1
15243,-121.38361,42.35667,0.25
7360,-121.38361,44.00417,0.02
13569,-121.38306,42.47139,38.4
6506,-121.38306,42.11194,0.01
10085,-121.3825,43.36722,0.01
7887,-121.38139,45.10417,3.0
10083,-121.38111,43.46972,1.0
5631,-121.38111,44.12139,0.25
8349,-121.38,45.64833,0.25
15892,-121.37972,42.39361,0.3
11431,-121.37944,42.33306,0.13
15776,-121.37889,42.30722,0.81
14785,-121.37861,42.29528,0.1
8624,-121.37806,42.33917,0.01
4081,-121.378,42.403,0.1
12522,-121.3775,45.10667,0.01
17183,-121.37722,42.35444,30.0
16639,-121.3771,44.54683,0.01
13974,-121.37694,42.33306,0.1
941,-121.37661,45.22811,1.0
15236,-121.37639,45.65528,985.0
10147,-121.37583,42.36889,0.7
16452,-121.37556,45.13306,5.86
5423,-121.3755,44.07233,0.1
1583,-121.37542,45.68414,3.0
8335,-121.375,42.22278,0.1
9635,-121.375,42.4125,0.5
12693,-121.375,42.39861,0.21
7670,-121.37444,42.18306,0.1
5662,-121.37417,42.308,2.3
16065,-121.37392,44.09683,0.1
9472,-121.37361,44.09806,0.01
14759,-121.37361,42.41833,1.7
12226,-121.37333,42.34583,0.1
6006,-121.37275,42.74743,0.1
15143,-121.3725,45.10722,0.01
8507,-121.37222,45.69528,0.1
4963,-121.37217,42.32633,0.5
15235,-121.37194,45.695,2.0
10972,-121.37194,44.08722,7.5
10167,-121.37194,45.67028,0.1
2283,-121.37194,43.98089,0.01
3209,-121.37176,43.99889,0.1
338,-121.37158,45.10844,0.25
15350,-121.37139,42.355,0.1
3789,-121.37104,44.13278,0.01
141,-121.37102,44.08577,0.01
6615,-121.37083,43.98333,0.01
14699,-121.37,42.55944,1.42
14580,-121.36944,42.30833,0.2
4562,-121.36883,42.4765,30.0
15122,-121.36861,42.39611,0.1
8110,-121.36861,43.99917,0.01
15416,-121.36833,45.69917,1.9
15146,-121.36833,42.39528,0.1
11287,-121.36806,44.105,0.01
5218,-121.3675,43.34267,0.0
6607,-121.36722,43.98,0.1
998,-121.36669,43.9953,0.2
4778,-121.36667,45.10833,0.5
11578,-121.36639,44.11583,0.01
3277,-121.36639,45.09771,0.25
8026,-121.36444,44.00833,1.13
8508,-121.36417,45.68389,0.25
8684,-121.36361,43.99028,0.02
14553,-121.36306,42.32889,0.1
14799,-121.36278,42.41944,11.2
14101,-121.36278,45.70028,1.5
76,-121.36251,42.39684,0.01
11907,-121.3625,43.97917,0.1
439,-121.36227,42.22944,0.5
8160,-121.36194,45.64111,0.05
6316,-121.36194,45.48833,21.8
8927,-121.36167,42.50528,0.52
17054,-121.36139,42.18028,0.1
3985,-121.36116,44.084,1.75
14517,-121.36111,42.32361,0.16
15900,-121.36083,45.695,3.38
11575,-121.36056,44.09861,0.01
10553,-121.36028,45.69556,0.25
808,-121.36002,45.66972,0.1
12010,-121.35917,42.20222,0.25
12073,-121.35894,45.69594,0.02
16196,-121.35889,42.29972,0.59
13178,-121.35889,45.13417,1.14
8382,-121.35833,44.06583,0.1
5171,-121.35767,45.68333,0.01
8415,-121.3575,44.10972,0.38
10263,-121.3575,42.31111,0.5
4555,-121.3575,43.973,1.0
11484,-121.35722,42.50056,0.1
520,-121.35716,43.97362,0.03
4319,-121.35716,42.235,0.01
3513,-121.357,43.98809,0.01
13469,-121.35694,42.30083,0.25
15945,-121.35672,43.52875,0.75
10011,-121.35639,45.69694,0.01
4733,-121.35633,42.53667,0.5
3970,-121.35633,45.11583,0.1
1052,-121.3562,44.04958,0.15
10875,-121.35611,42.325,0.25
11031,-121.35611,42.31111,0.1
9474,-121.35583,45.09472,5.67
11652,-121.355,45.64944,0.5
9328,-121.35472,43.97861,0.1
5628,-121.35444,43.98639,0.1
8243,-121.35389,42.53639,3.44
2417,-121.35373,43.84289,0.01
6472,-121.35361,45.66583,0.5
5092,-121.3535,43.98867,0.2
3540,-121.35346,44.10194,0.1
884,-121.35334,45.66601,0.75
3260,-121.35204,43.99176,0.1
218,-121.35171,43.99891,0.1
2101,-121.35093,44.05682,0.1
10495,-121.35056,45.69389,0.1
14195,-121.35056,45.67028,0.02
15555,-121.35028,45.27694,2.0
13749,-121.35,42.17,0.18
12315,-121.35,42.09944,0.1
10252,-121.34972,43.995,0.1
16214,-121.34972,42.32722,0.1
16183,-121.34972,42.32778,87.0
13539,-121.34917,45.48944,3.56
5931,-121.34861,43.975,0.01
3066,-121.34857,45.70171,4.0
3692,-121.34846,45.69447,0.01
3525,-121.34846,45.69447,0.01
6799,-121.34778,45.69611,0.05
1170,-121.3475,42.28392,1624.0
11678,-121.3475,45.61972,1.02
2502,-121.34697,43.98817,0.01
16758,-121.34694,45.13222,10847.0
798,-121.34692,43.98455,0.02
1352,-121.34591,44.05686,0.01
12213,-121.34556,44.0475,0.02
9212,-121.34528,45.58,0.2
4899,-121.34517,45.697,0.5
13458,-121.34444,45.69639,73.58
9965,-121.34417,44.02167,0.31
9846,-121.34417,43.99083,2.0
4009,-121.344,45.62916,1.3
15579,-121.34347,43.99086,1.0
2322,-121.34324,45.69089,0.01
13654,-121.34311,45.69374,167.0
940,-121.34272,45.64794,0.01
5093,-121.34267,45.62433,0.01
11522,-121.3425,45.23083,3.7
1717,-121.34223,43.97724,0.2
918,-121.34136,44.01329,0.01
4387,-121.34116,43.99266,0.01
11922,-121.34111,42.40361,0.76
10179,-121.34111,43.06778,0.1
13134,-121.34083,45.64722,0.01
4320,-121.3395,45.6975,0.01
16014,-121.33861,45.20556,30.4
14278,-121.33806,45.64278,0.52
7776,-121.33806,45.69528,0.01
3327,-121.33756,45.64798,1.0
16718,-121.33703,45.23928,1.34
5371,-121.33683,44.03433,0.0
12124,-121.33667,45.67306,0.5
1242,-121.33663,43.99524,0.1
4946,-121.3365,44.01333,0.01
5819,-121.33639,44.015,0.01
15419,-121.33611,45.66889,2.63
1648,-121.33601,45.40876,0.25
3958,-121.33533,45.68716,1.5
5204,-121.3345,43.98983,1.08
3643,-121.3342,44.0007,0.02
4437,-121.334,42.1045,0.6
14798,-121.33389,45.2325,4.27
6383,-121.33367,45.67408,0.5
5613,-121.33333,45.22472,5.34
8537,-121.33306,43.99694,0.01
7949,-121.33306,44.02833,0.01
646,-121.33299,45.65865,1.0
5377,-121.33283,45.69383,0.01
3408,-121.33279,45.64414,0.1
13071,-121.33278,42.08389,1.0
15886,-121.3325,45.20861,1.0
7541,-121.33139,44.04222,0.01
1444,-121.33137,44.01698,0.01
257,-121.33127,44.02783,2.0
6206,-121.33111,45.64389,0.02
655,-121.33079,45.38701,5.5
4281,-121.32933,45.68733,11.83
13026,-121.32917,43.99194,0.25
16050,-121.32917,44.00444,0.01
13644,-121.32806,42.06222,11.9
8326,-121.32806,45.67806,0.01
13531,-121.32778,42.55917,38.0
13384,-121.32778,45.54278,0.02
4915,-121.32767,44.025,0.01
6169,-121.3275,43.99833,0.01
13793,-121.32722,43.985,2.88
4518,-121.32716,45.67416,2.0
10305,-121.32694,45.37639,3.7
12465,-121.32667,44.00778,0.01
7905,-121.32639,45.43694,0.72
7336,-121.32583,45.16944,4.76
2060,-121.32545,45.36533,8.0
11793,-121.32536,44.00989,0.25
12400,-121.325,45.25556,0.01
10628,-121.32472,44.005,6.0
14354,-121.32472,45.66278,0.01
6947,-121.32444,43.96833,0.5
16986,-121.32417,45.69361,4.91
14970,-121.32389,44.00722,0.25
11028,-121.32361,45.42139,0.01
6157,-121.3225,44.1675,5.9
11614,-121.32167,44.00333,0.1
1894,-121.32144,44.01318,0.25
542,-121.32139,44.00955,0.01
8442,-121.32056,42.03417,0.5
1851,-121.32046,45.38346,15.0
321,-121.32034,45.09412,0.25
10056,-121.32028,44.01306,0.1
9047,-121.32,44.01694,0.01
6541,-121.32,44.00278,0.01
7312,-121.32,44.01556,0.05
14503,-121.32,45.38528,6.52
4933,-121.31983,45.69417,0.01
4066,-121.31983,44.00366,0.1
11438,-121.31944,42.53611,0.1
8443,-121.31917,42.03194,0.2
10303,-121.31889,44.0025,0.1
7920,-121.31861,44.00667,0.01
5610,-121.31861,42.42694,0.1
3878,-121.31804,42.75585,0.12
5979,-121.31789,44.00103,0.01
2549,-121.31746,45.65514,0.5
410,-121.31719,42.54536,1.0
8712,-121.31667,44.01889,0.01
9318,-121.31667,45.61417,3.85
4917,-121.31667,44.01667,0.1
8428,-121.31556,45.37917,0.25
12971,-121.31361,42.42889,0.1
16748,-121.31306,45.61444,0.1
5691,-121.31306,45.25167,0.37
436,-121.31229,45.64405,0.01
6496,-121.31222,45.16139,0.15
6950,-121.31222,45.65111,0.1
857,-121.31195,45.54994,160.0
6467,-121.31194,45.55,0.75
13895,-121.31083,45.54917,0.01
15281,-121.31056,45.63694,100.0
4699,-121.31033,45.42717,0.25
5663,-121.31028,45.25306,0.75
3520,-121.31014,45.15927,0.01
2729,-121.30998,45.24982,0.25
363,-121.30998,45.24982,0.25
10850,-121.30944,45.55028,0.01
7196,-121.30944,42.27111,1.5
1237,-121.30902,42.29478,270.64
26,-121.30902,42.26583,0.01
14171,-121.30889,45.24611,0.02
866,-121.30858,44.53651,0.01
11798,-121.30806,45.46056,31.0
8700,-121.30694,42.42889,0.3
11763,-121.30689,45.69436,0.5
2594,-121.30685,45.55359,0.25
974,-121.30676,44.00623,0.75
7892,-121.30583,45.68361,0.01
8948,-121.30528,45.41944,3.59
11050,-121.305,45.68,0.2
3590,-121.30493,45.23535,0.01
5533,-121.30383,45.3425,22.0
666,-121.30382,42.16772,0.1
14774,-121.30361,45.16028,0.55
8887,-121.30333,45.20417,0.1
5980,-121.30333,45.23694,0.02
9558,-121.30278,45.375,0.16
2633,-121.30237,45.68433,0.01
2636,-121.30237,45.68433,0.01
16265,-121.30222,42.42806,0.1
7540,-121.30222,45.23361,0.25
2643,-121.30204,43.98451,0.01
3996,-121.30183,45.64783,0.1
6078,-121.30139,45.56917,0.06
9046,-121.30056,45.24528,0.01
1953,-121.30009,45.39446,5.0
4640,-121.3,45.23617,0.01
2720,-121.2999,45.24262,0.01
2697,-121.2999,45.24262,0.01
3894,-121.29973,45.24989,0.01
10308,-121.29972,42.05667,1360.0
9705,-121.29917,45.68278,0.1
6972,-121.29889,43.99,0.2
6831,-121.29889,45.43389,4.6
3369,-121.29854,42.85002,0.5
12130,-121.29806,44.00917,0.01
1940,-121.29676,43.99881,0.01
8905,-121.29667,45.39889,0.37
353,-121.29661,45.57176,0.01
7342,-121.29583,45.67556,0.01
9505,-121.29556,45.64667,0.4
15473,-121.29556,45.63806,1.19
3560,-121.29421,42.32036,0.1
3375,-121.29417,42.33132,0.1
12950,-121.29417,45.48917,0.01
4223,-121.29383,45.6805,2.0
7343,-121.29361,45.67778,0.5
2551,-121.29333,45.677,0.01
388,-121.29333,45.677,0.25
16474,-121.29278,45.27694,0.1
2735,-121.2921,43.99183,0.1
994,-121.29193,45.67681,0.5
4304,-121.29183,45.24166,0.01
10744,-121.29167,45.45722,33.7
11303,-121.29167,45.065,0.25
1635,-121.29159,45.58229,0.5
2933,-121.29148,44.01331,0.1
4801,-121.29139,44.01694,0.25
4841,-121.29133,45.2365,0.02
10783,-121.29111,45.21833,10.76
14112,-121.29083,45.56167,0.01
10514,-121.29083,45.67639,3680.0
8504,-121.28917,44.00778,0.01
12134,-121.28917,45.63647,21.4
5899,-121.28917,45.67972,0.5
