,Human Longitude,Human Latitude,Human Acres Burned
17188,-121.68308,43.47442,0.1
12061,-121.68306,42.205,0.15
10799,-121.6825,43.48056,0.0
4266,-121.68216,42.565,0.01
10674,-121.68194,43.51806,0.0
4782,-121.6815,45.68867,0.1
17150,-121.68139,44.37944,0.01
8539,-121.68139,45.64472,0.01
2085,-121.68119,43.48118,0.01
7859,-121.68111,43.48833,0.1
9571,-121.68111,43.4775,0.0
1633,-121.68104,43.47394,0.01
13166,-121.68,43.494,0.5
14284,-121.68,45.51722,80.0
1322,-121.6796,42.62267,0.01
14960,-121.67944,45.69444,0.1
4301,-121.679,42.29,0.25
8413,-121.67861,45.64556,0.01
5668,-121.6775,45.63611,0.01
11689,-121.67744,43.50053,0.63
12454,-121.67722,42.97556,1.7
12760,-121.67722,45.60194,0.01
10802,-121.67694,43.49861,0.0
12384,-121.67639,42.96417,6.61
362,-121.67635,42.13898,0.01
7991,-121.67611,45.63806,0.01
2709,-121.67605,45.64018,0.01
176,-121.67605,45.64018,0.01
8233,-121.67528,45.65167,0.35
8221,-121.675,45.65222,0.75
13133,-121.675,45.55139,14.7
12378,-121.67472,42.96222,0.5
1321,-121.67463,42.6191,0.25
11890,-121.67425,45.62097,0.2
17174,-121.67361,43.50833,0.25
2509,-121.67353,43.50813,0.02
8307,-121.67306,42.12639,0.25
8790,-121.67167,43.49778,0.25
12556,-121.67167,42.61,0.25
15349,-121.67139,45.69528,0.1
2543,-121.67117,43.49916,0.0
5132,-121.67117,45.6475,0.01
12425,-121.67111,42.96528,1.5
7260,-121.67111,45.69639,0.01
5681,-121.67111,45.69639,0.01
17182,-121.67083,42.55944,30.0
8254,-121.67056,45.65194,0.15
1896,-121.6704,45.69772,0.01
2556,-121.67032,45.6941,2.0
14032,-121.67028,42.12556,23.9
10862,-121.67,44.32,4.0
1319,-121.66989,42.61567,0.2
14526,-121.66889,45.69944,0.82
9173,-121.66861,45.54889,0.01
462,-121.66824,44.3694,0.01
1613,-121.66729,44.44115,0.75
17178,-121.6669,43.46688,0.25
11610,-121.66667,43.48333,0.0
16494,-121.66639,42.04278,2.0
12803,-121.66611,44.36806,0.01
7856,-121.66583,43.50639,0.1
1274,-121.66573,45.69406,0.01
16547,-121.6648,43.68736,0.71
5350,-121.66317,42.098,0.1
8641,-121.66278,42.12222,0.07
8680,-121.66278,45.60333,0.8
12509,-121.6625,44.43556,0.2
6477,-121.6625,43.68972,1.3
7425,-121.66194,42.12083,0.1
10282,-121.66194,42.12528,0.1
7878,-121.66167,42.125,0.01
12122,-121.66111,42.55889,9.7
10071,-121.66111,43.63139,0.01
9172,-121.66056,45.56611,0.23
6458,-121.66028,44.31972,0.25
11099,-121.66028,45.54889,0.2
8640,-121.65861,45.63778,0.01
16123,-121.65833,42.02528,2.81
292,-121.65769,43.41199,0.01
851,-121.65769,43.41199,0.02
5761,-121.65742,45.69944,0.37
16455,-121.65717,43.47153,0.1
6693,-121.65694,42.19444,0.01
1820,-121.6569,42.20097,0.01
13402,-121.65667,42.03139,0.1
7676,-121.655,45.69861,0.01
5053,-121.65333,44.35467,0.01
937,-121.6532,44.36191,0.2
12396,-121.6525,45.65083,0.01
2057,-121.65226,44.44831,0.2
16780,-121.65167,45.66139,0.1
6366,-121.65111,44.44361,0.15
1090,-121.65038,45.70145,0.01
12491,-121.65013,43.50001,0.1
14194,-121.65,43.46887,0.1
7864,-121.64917,45.63306,14.7
5505,-121.64833,44.295,1.5
3650,-121.64808,44.35834,0.1
7906,-121.64639,43.13861,0.1
6795,-121.64583,43.52083,0.01
14956,-121.64575,43.59275,2.0
15642,-121.64528,45.51278,0.22
15500,-121.64472,45.58278,0.1
15967,-121.64389,45.66472,0.1
12137,-121.64278,42.11889,0.44
5524,-121.64233,45.52433,0.01
4002,-121.64216,44.39833,0.15
5682,-121.64131,42.61639,0.11
784,-121.64047,42.65873,23.0
5598,-121.63972,44.35,24.0
16630,-121.63889,44.64789,0.31
7866,-121.63694,42.11944,0.1
10084,-121.63611,43.62333,5.0
9704,-121.63556,45.60083,0.1
8554,-121.63556,45.60194,0.2
1780,-121.63548,42.89774,0.1
12921,-121.63389,45.60056,0.01
4303,-121.63366,43.52016,0.0
10139,-121.63361,42.11722,0.1
8944,-121.63333,45.64806,0.7
9604,-121.63278,45.54472,0.01
8808,-121.63111,45.66944,0.01
518,-121.63099,43.61461,0.02
8713,-121.63083,42.0675,0.1
9100,-121.63056,42.035,0.01
7466,-121.63028,42.11833,0.1
7467,-121.63028,42.11833,0.01
7468,-121.63,42.11833,0.01
1143,-121.62963,45.6332,0.03
11135,-121.62917,45.58,3.9
3457,-121.62914,45.6082,3.8
11563,-121.62836,45.60125,0.01
15755,-121.62833,45.65194,0.1
1285,-121.62805,45.59092,0.01
1710,-121.62798,45.5873,0.01
17154,-121.62667,43.53556,0.01
17156,-121.62667,43.53556,0.01
17155,-121.62667,43.53556,0.01
14871,-121.62665,43.53987,0.02
9145,-121.62611,45.58722,0.01
15019,-121.62528,45.70194,0.03
13387,-121.62528,45.70194,0.18
14243,-121.62472,45.70222,0.26
5883,-121.62444,42.1375,0.01
4191,-121.62383,45.58466,0.01
5393,-121.62367,43.50283,0.02
11709,-121.62244,43.43422,0.0
1041,-121.62198,43.45185,0.01
5951,-121.62169,45.70339,0.01
5879,-121.62161,45.64292,0.1
5425,-121.62067,42.15083,0.01
11468,-121.62028,42.1725,0.5
3563,-121.6194,45.7048,0.01
8500,-121.61917,45.54278,0.01
3733,-121.6179,42.15358,0.67
15486,-121.61778,43.62444,0.01
13189,-121.6175,43.64556,1.46
7870,-121.6175,43.44111,0.1
3986,-121.61733,43.40716,0.0
16322,-121.61722,42.55278,0.04
15059,-121.61711,45.61331,0.1
7907,-121.61694,45.67472,0.01
9340,-121.61639,45.56667,0.01
8685,-121.61639,43.64278,0.3
11329,-121.61639,42.55028,0.2
10907,-121.61639,42.10667,0.1
7950,-121.61583,42.17278,0.01
11630,-121.61583,43.61944,0.25
1573,-121.61581,42.5538,0.1
15869,-121.61528,45.49583,0.1
17166,-121.61444,43.61361,0.25
8688,-121.61222,43.62139,0.01
969,-121.61219,44.29647,0.01
12202,-121.61111,42.17278,0.1
14154,-121.61111,45.68083,0.01
4461,-121.611,45.52733,0.01
2463,-121.61093,43.60735,0.25
4996,-121.60967,43.60567,0.0
3423,-121.60906,45.7049,0.01
9577,-121.60861,45.66417,0.01
9572,-121.60833,43.61889,0.5
11773,-121.60832,45.53002,0.01
4862,-121.60817,43.6055,0.0
3234,-121.60812,42.13171,0.01
6805,-121.6075,43.61556,0.01
15739,-121.60722,42.51972,0.12
8689,-121.60694,43.64139,0.01
1619,-121.60599,43.74498,0.01
10794,-121.60556,42.18083,0.1
13964,-121.60528,42.535,1.33
7385,-121.60528,45.47444,0.01
16936,-121.605,42.535,0.1
4592,-121.60483,42.12766,0.01
4542,-121.60483,42.1275,0.01
5067,-121.60417,42.54317,0.1
13535,-121.60417,43.61694,0.1
4589,-121.60416,42.12783,0.01
2670,-121.60412,45.6331,0.5
11441,-121.60389,43.57111,0.0
7894,-121.60361,43.74111,0.01
5599,-121.6025,43.5005,0.25
14930,-121.60225,43.57633,0.0
14903,-121.60194,43.69444,0.01
10878,-121.60194,43.56969,0.1
17161,-121.60156,43.57025,0.25
384,-121.60146,43.55664,0.01
5660,-121.60139,43.63556,0.5
391,-121.60131,43.57131,0.0
57,-121.60131,43.57131,0.0
174,-121.60131,43.57131,0.0
1494,-121.60124,43.56769,0.0
1556,-121.60118,42.53564,0.01
1603,-121.60115,43.57841,0.25
10762,-121.60111,43.65917,0.5
15533,-121.60107,43.56775,0.0
863,-121.60102,43.60003,0.01
2449,-121.60095,43.63628,0.2
2569,-121.60089,43.59278,0.01
3999,-121.60083,43.57366,0.0
12312,-121.60083,43.57389,0.0
50,-121.60082,43.58916,2.0
4100,-121.60033,42.52616,0.1
6803,-121.60028,43.57917,0.0
10756,-121.6,42.52333,0.1
4129,-121.59983,42.218,0.1
8942,-121.59972,43.5925,0.0
15684,-121.59972,43.69167,0.4
15692,-121.59972,43.63556,0.1
12620,-121.59972,42.23139,0.1
11927,-121.59944,43.56778,0.25
12524,-121.59944,43.58,0.0
15087,-121.59944,45.63583,0.85
14213,-121.59938,43.57745,0.0
8422,-121.59917,42.21472,0.25
13259,-121.59889,43.625,0.01
9969,-121.59889,43.57444,0.0
4788,-121.59817,42.19467,0.25
10209,-121.59806,43.615,0.0
11779,-121.59797,43.5765,0.0
11223,-121.5975,43.56883,0.0
7874,-121.59722,43.57778,0.25
9928,-121.59694,43.45,0.0
2761,-121.59676,45.54354,0.01
6707,-121.59639,43.54944,0.25
10394,-121.59639,43.5675,0.1
8047,-121.59639,43.58222,0.0
840,-121.59632,43.57136,0.01
12272,-121.59628,45.55511,1.2
539,-121.59626,43.56774,0.0
2379,-121.59619,43.56412,0.01
13619,-121.59556,45.65778,0.01
14126,-121.59517,43.5492,0.75
9591,-121.595,43.56028,0.75
12339,-121.595,43.57111,0.0
14357,-121.59444,43.54608,0.0
1832,-121.59394,45.66217,0.1
6180,-121.59389,42.19,0.1
9616,-121.59389,43.55639,0.1
10894,-121.59389,42.5375,0.48
10921,-121.59389,43.57,0.01
2500,-121.59386,45.46222,0.5
41,-121.59349,43.60907,1.9
14563,-121.59333,45.48639,0.25
5531,-121.59317,44.2645,0.25
16919,-121.59306,45.66833,0.1
9547,-121.59278,43.61528,0.25
5618,-121.59222,45.6325,1.0
11775,-121.59222,42.05556,0.1
15539,-121.59217,43.556,0.0
6624,-121.59194,45.66361,0.69
219,-121.59192,44.22766,0.01
17173,-121.59186,43.57186,0.25
11701,-121.59167,43.57611,0.0
17163,-121.59156,43.58597,0.25
1025,-121.59144,43.55311,0.01
695,-121.59139,42.53574,0.5
2375,-121.59128,43.56779,0.01
12243,-121.59111,42.20667,0.1
11407,-121.59083,43.57,0.0
10840,-121.59056,43.67639,0.5
11274,-121.59028,44.30167,1.0
14258,-121.59028,45.65083,0.1
4531,-121.58966,43.57483,0.0
17176,-121.58911,43.59928,0.25
17175,-121.58911,43.59928,0.25
16236,-121.58861,45.67611,1.3
10761,-121.58861,43.66111,0.1
12687,-121.58861,43.62056,0.05
7057,-121.58861,43.64083,0.1
3138,-121.58844,45.68777,0.25
10332,-121.58806,45.49222,0.1
6679,-121.58806,43.70111,0.1
4695,-121.588,43.60867,0.01
5459,-121.588,43.57383,0.0
13172,-121.5871,43.68503,0.2
2343,-121.58687,44.36915,28.41
37,-121.58687,44.27124,0.2
159,-121.58684,44.31109,0.01
85,-121.58684,44.31109,0.01
65,-121.58684,44.31109,0.1
1631,-121.58681,44.26761,2.0
8,-121.58668,42.52856,2.0
15797,-121.58639,45.57583,0.09
7165,-121.58611,43.56056,0.0
7207,-121.58611,44.26806,0.1
2774,-121.58611,43.61458,0.01
15101,-121.5859,45.66202,0.1
7054,-121.58583,43.59667,0.0
3619,-121.58546,43.69061,0.01
7367,-121.58528,43.57972,0.0
8372,-121.58528,43.615,0.01
5409,-121.585,43.552,0.0
8019,-121.58444,42.24278,0.1
14564,-121.58444,44.43889,0.3
7968,-121.58417,45.51222,0.01
17157,-121.58361,43.60008,0.01
12480,-121.58356,43.56694,0.1
8446,-121.58333,42.17389,0.1
663,-121.58331,45.68753,0.15
1543,-121.58309,44.20865,6.2
14402,-121.58306,44.33306,0.1
11358,-121.58306,44.29722,0.01
17136,-121.58278,43.68306,0.1
9737,-121.58278,43.68222,0.01
721,-121.5827,43.47707,0.0
15536,-121.58237,43.57275,0.0
10834,-121.58222,45.605,0.01
20,-121.58211,43.56062,3.0
4142,-121.58166,45.5065,0.01
12104,-121.58139,44.21722,0.53
1660,-121.58101,45.54339,1.0
2491,-121.58094,45.52517,0.01
10858,-121.58056,45.53028,0.1
7213,-121.58,45.5425,0.1
31,-121.57971,43.79618,0.75
10311,-121.57917,45.55639,0.1
7359,-121.57889,45.70861,0.01
14348,-121.57889,45.69833,0.51
5548,-121.57883,45.541,0.05
3950,-121.57833,44.30133,0.4
389,-121.57829,44.15073,0.01
1644,-121.57829,44.15073,0.02
14924,-121.57719,43.57316,0.0
14925,-121.57708,43.57256,0.0
2501,-121.57704,43.69787,0.01
2130,-121.57704,43.69787,0.01
14324,-121.57694,43.54056,0.1
8781,-121.57667,42.475,0.01
2438,-121.57666,44.26409,0.25
3562,-121.5763,45.71164,0.01
8841,-121.57611,44.13306,0.03
5733,-121.57611,44.295,0.01
4522,-121.576,43.51816,0.25
3730,-121.57593,45.53246,0.13
5126,-121.57583,45.69883,0.02
4769,-121.57567,44.27333,0.15
8538,-121.57528,45.67944,0.01
4784,-121.57417,43.55367,0.0
14202,-121.57417,45.70972,0.3
13116,-121.57361,42.05947,8.53
8444,-121.57333,42.15722,0.1
12555,-121.57333,42.50528,0.1
1650,-121.57313,44.14354,0.01
7845,-121.57306,45.65333,2.5
10967,-121.5725,43.70306,0.26
2968,-121.57233,43.55694,0.0
5607,-121.572,42.51983,0.5
3895,-121.57196,42.52489,0.2
222,-121.57196,42.52489,0.01
3295,-121.5718,43.65083,0.25
5418,-121.571,45.50517,0.01
4857,-121.57,44.385,4.1
16476,-121.56981,43.70061,0.01
14819,-121.56944,43.68611,0.12
4145,-121.56866,45.6545,0.01
15777,-121.56833,45.55694,0.1
7886,-121.56806,45.70722,0.01
2188,-121.56784,43.48083,0.2
5687,-121.56778,43.56806,0.01
2186,-121.5673,43.568,0.01
14952,-121.56694,44.2775,0.1
10825,-121.56639,44.32778,8.5
10186,-121.56639,43.69167,0.2
8308,-121.56583,42.18222,0.58
8081,-121.56583,42.1175,0.01
6931,-121.56583,43.68278,0.01
5541,-121.56567,42.15733,6.3
14692,-121.56556,43.69194,0.1
12536,-121.56444,44.33028,0.01
14852,-121.56361,43.70083,0.01
11195,-121.56361,45.70889,0.01
708,-121.56329,43.41173,0.01
513,-121.56306,43.67976,0.01
7630,-121.56278,45.52972,0.01
8379,-121.56278,43.68833,0.01
16052,-121.5625,44.29861,0.01
5661,-121.561,45.65011,0.25
2655,-121.56058,45.57622,0.01
17134,-121.56028,43.77167,0.01
3815,-121.56011,45.55038,0.01
7055,-121.55944,44.29194,0.02
13680,-121.55917,45.71111,6.42
7046,-121.55889,43.66778,2.5
11541,-121.55889,45.70972,0.01
7186,-121.55861,43.67417,0.4
1166,-121.55836,43.70169,0.2
9358,-121.55833,45.70861,0.28
9817,-121.55833,43.58222,330.0
4190,-121.55816,45.51016,0.01
1414,-121.55807,43.67981,0.01
6483,-121.55806,43.6675,0.5
736,-121.55791,42.15,3.5
4094,-121.55783,43.6745,0.1
11440,-121.55778,45.49944,0.37
10726,-121.55778,42.26833,0.1
7314,-121.5575,45.55694,0.01
16190,-121.55722,42.05167,0.1
13640,-121.55722,45.61444,0.39
4433,-121.55716,45.56366,0.01
7010,-121.55694,45.57139,0.01
14761,-121.5566,43.67065,0.8
9446,-121.55639,42.13889,5.0
4533,-121.55633,42.15883,0.5
10676,-121.555,45.65861,0.03
4708,-121.55483,43.67233,0.1
8445,-121.55472,42.13889,0.01
13443,-121.55444,43.67972,0.2
7368,-121.55444,42.15778,0.74
5083,-121.55417,43.70633,0.2
4378,-121.554,43.77833,139.0
16332,-121.55389,42.695,0.1
9559,-121.55389,45.70556,0.01
7820,-121.55361,43.67167,0.25
11770,-121.55347,45.65286,0.02
14235,-121.55333,45.66,0.8
60,-121.55314,43.68348,0.01
1017,-121.55314,43.68348,0.01
12615,-121.553,45.66644,0.1
29,-121.55282,43.66536,0.3
2647,-121.55251,45.65507,0.01
7440,-121.5525,42.03833,0.2
7741,-121.5525,43.61139,3.04
11735,-121.5525,44.29944,0.03
4110,-121.552,45.50616,0.01
9004,-121.55167,45.71139,1.0
12284,-121.55167,43.67417,0.01
377,-121.55143,44.30004,0.2
16839,-121.55139,44.15833,0.01
13875,-121.55136,43.61561,0.0
13876,-121.55136,43.61561,0.0
2437,-121.55131,44.28196,0.01
3210,-121.5513,44.2928,0.75
7350,-121.55056,45.59472,0.03
2183,-121.55056,45.58691,0.01
1981,-121.54978,43.79257,1.25
9478,-121.54972,43.67556,0.2
11816,-121.54972,43.67639,0.19
15537,-121.54945,43.61572,0.0
8353,-121.54944,44.25639,0.3
12440,-121.54889,43.68444,0.3
2187,-121.54859,43.4882,0.2
16509,-121.54833,43.77092,0.1
2095,-121.54831,45.47354,0.01
1784,-121.54802,43.67628,0.1
11197,-121.54778,45.55556,0.01
6722,-121.54778,45.65556,0.01
8339,-121.5475,44.30972,0.25
11797,-121.54725,45.60194,0.3
13185,-121.54667,45.57861,0.01
426,-121.54633,44.28563,0.2
5314,-121.546,42.0395,2.2
12271,-121.54556,43.75556,0.01
15200,-121.54528,42.40111,0.9
7867,-121.54528,43.67306,0.25
15807,-121.545,45.67944,0.1
17050,-121.545,43.75333,0.25
6295,-121.54475,45.65367,0.01
400,-121.54453,43.77038,0.01
399,-121.54453,43.77038,0.01
5755,-121.54444,43.76333,0.01
17084,-121.54444,45.65972,0.1
15509,-121.54432,43.5835,0.0
3338,-121.54426,43.74528,0.01
2031,-121.54409,43.75241,0.23
13704,-121.54389,45.58917,0.1
8171,-121.54361,43.76111,0.1
9805,-121.54333,43.6975,0.31
9763,-121.54333,43.765,0.2
7107,-121.54333,43.58222,0.0
1398,-121.54324,43.58595,0.0
1598,-121.54324,43.58595,0.01
3858,-121.54318,43.58233,0.0
14251,-121.54306,43.74417,0.01
7877,-121.54306,42.9525,0.01
5264,-121.543,43.676,0.01
9918,-121.54278,45.64028,0.01
7672,-121.54222,43.69611,0.1
8255,-121.54194,43.57806,0.0
876,-121.54149,44.31111,0.5
2855,-121.54135,44.28929,0.2
8199,-121.54111,45.6575,0.01
6106,-121.54111,43.75972,0.01
7234,-121.54111,44.33194,0.05
11957,-121.54061,43.77,0.01
486,-121.54037,45.5867,0.01
9788,-121.54028,43.57833,0.1
7649,-121.54028,43.58472,0.1
8416,-121.53972,42.07889,1.8
14109,-121.53972,43.69778,0.01
2538,-121.53969,43.78136,0.01
258,-121.53954,43.77043,0.1
5313,-121.5395,43.7705,0.02
634,-121.53909,43.75245,0.01
8805,-121.53861,43.68583,0.01
6863,-121.53833,43.75611,0.05
8662,-121.53833,42.50556,0.1
2220,-121.53804,43.67263,0.01
5443,-121.53783,43.48867,0.5
10664,-121.53778,44.32861,0.05
11611,-121.5375,44.2425,0.25
5518,-121.53733,42.13217,12.5
11037,-121.53722,45.65806,0.03
9222,-121.53694,44.33861,0.1
5523,-121.53683,45.57983,0.04
1347,-121.53681,45.65871,2.0
11624,-121.53681,44.24472,0.1
6332,-121.53639,43.77111,0.01
1611,-121.53639,44.30754,0.5
8271,-121.53639,43.70167,0.1
874,-121.53631,44.28934,0.1
6460,-121.53611,43.70111,0.25
10281,-121.53611,43.77,0.02
3565,-121.53589,43.69638,0.1
11769,-121.535,44.31639,0.1
4004,-121.534,44.2625,0.15
15183,-121.53361,43.79083,0.1
3767,-121.53355,43.72353,0.04
4844,-121.5335,43.54317,0.0
1677,-121.53349,43.70183,0.01
440,-121.53342,43.69821,0.01
446,-121.53338,45.59363,16.0
12376,-121.53333,44.29611,0.1
9314,-121.53333,42.50722,1.35
824,-121.53322,43.68713,132.0
2167,-121.53319,44.13294,0.1
12797,-121.53306,43.76889,0.01
9628,-121.53306,42.52583,0.1
8029,-121.53306,43.57889,0.01
16997,-121.53306,42.50222,23.0
7944,-121.53278,43.57639,0.2
4371,-121.53266,42.3795,0.01
15504,-121.53217,43.58203,0.0
14638,-121.53167,43.77028,0.01
7245,-121.53167,45.61944,0.1
2516,-121.53161,44.32935,0.01
3341,-121.53135,44.30751,0.2
16566,-121.53114,43.78503,0.1
16531,-121.52972,43.773,0.01
16165,-121.52972,43.71389,0.01
1283,-121.5296,43.77414,0.01
6441,-121.52944,44.28667,1.0
1771,-121.52916,43.75617,0.2
15949,-121.52883,43.57311,0.75
15971,-121.52883,43.57311,0.01
3395,-121.5285,43.71995,0.01
118,-121.52843,43.69826,0.1
16897,-121.52833,45.71444,0.1
44,-121.52829,43.58609,3.0
9836,-121.52806,44.29167,0.5
4876,-121.52783,42.50517,0.01
45,-121.52761,42.53209,0.1
2481,-121.52761,42.51735,0.1
10489,-121.5275,43.58194,0.0
5950,-121.52736,45.56431,0.01
5186,-121.52733,45.54217,0.01
1521,-121.52644,44.3148,0.1
13182,-121.52639,44.31694,0.1
10041,-121.52639,43.66111,0.01
2435,-121.52637,44.31118,0.75
15428,-121.52556,43.71778,0.01
4271,-121.52533,44.27383,0.9
9830,-121.52528,42.34833,3.86
4345,-121.52433,43.53816,0.0
334,-121.52432,43.75614,0.01
951,-121.524,43.71257,0.01
4361,-121.52383,43.539,0.0
13702,-121.52361,45.68583,0.03
4816,-121.5235,42.046,5.0
2450,-121.52349,43.69071,0.5
12865,-121.52333,42.50444,0.1
15440,-121.52333,42.50222,0.1
7862,-121.52333,43.58944,4.0
13072,-121.52306,43.695,0.05
10551,-121.52306,45.66611,0.6
8838,-121.52278,44.29639,1.0
4599,-121.522,43.57083,0.0
4832,-121.52183,45.59633,0.2
16788,-121.52167,45.59083,0.1
165,-121.52128,45.62613,0.02
1024,-121.52122,45.62251,0.01
33,-121.52119,44.41658,0.4
3098,-121.52107,45.68394,0.25
1416,-121.52101,45.69839,2.0
4427,-121.521,43.70966,0.01
12946,-121.52083,43.71833,0.1
3989,-121.52066,44.518,0.01
9539,-121.52056,44.29083,0.05
12484,-121.52056,43.76889,0.1
6815,-121.52028,44.30528,0.3
13369,-121.51972,43.79583,0.01
13277,-121.51944,43.79611,0.5
15298,-121.51944,43.7475,0.1
403,-121.5193,43.73082,0.01
536,-121.51922,43.73449,0.01
11764,-121.51917,45.63694,0.5
15703,-121.51917,42.51417,0.1
872,-121.51874,44.03483,0.2
2466,-121.51869,43.70162,0.01
4734,-121.5185,43.793,0.1
8228,-121.51806,43.60556,0.0
10536,-121.51778,45.70056,0.15
7678,-121.51778,43.70083,0.05
16665,-121.51639,42.53722,0.6
15836,-121.51639,43.79778,0.25
16055,-121.51639,42.50028,2.0
10028,-121.51639,42.26222,0.4
7595,-121.51611,44.27639,0.05
13001,-121.51583,45.70056,1.9
11786,-121.51578,45.61503,0.03
7842,-121.51556,44.43667,0.1
7594,-121.51472,44.30028,0.02
1453,-121.5146,43.78146,0.01
14936,-121.51447,43.55053,0.0
13825,-121.51444,45.64083,0.01
8258,-121.51444,43.54472,0.01
3383,-121.51433,43.75623,0.1
7378,-121.51417,42.11639,0.3
13156,-121.51389,42.24944,0.76
12924,-121.51333,43.73639,0.1
1669,-121.51318,42.51009,0.2
15064,-121.51306,44.29111,0.1
6949,-121.51306,44.27167,0.1
17074,-121.5125,42.50167,0.1
6609,-121.5125,45.69139,0.77
11320,-121.5125,43.78833,0.2
16479,-121.51244,44.10233,0.01
15824,-121.51222,43.66528,0.01
8588,-121.51167,43.755,0.01
11508,-121.51139,45.70194,3.7
1181,-121.51068,45.69848,0.25
10249,-121.51028,43.72972,1.1
6466,-121.50944,43.80472,0.25
10298,-121.50944,45.56222,20.6
14981,-121.50944,45.69444,0.1
476,-121.5094,43.75989,0.25
5121,-121.50917,45.69417,0.01
1141,-121.50909,43.71633,0.25
11176,-121.50889,45.68722,0.32
12755,-121.50861,43.72,0.25
7868,-121.50861,44.35472,0.15
9887,-121.50833,45.69444,0.01
10857,-121.50833,45.61833,0.01
16588,-121.50806,42.26306,0.1
7355,-121.50806,45.69417,0.25
11747,-121.50786,45.68139,0.01
913,-121.50785,42.76064,0.5
8350,-121.50778,44.46472,0.15
9043,-121.50778,43.6375,0.01
16136,-121.50778,45.68139,0.1
10417,-121.5075,42.52028,2578.0
11813,-121.50731,45.67544,0.02
14185,-121.50694,43.77889,0.02
12292,-121.50639,42.49306,0.7
16867,-121.50583,45.69444,0.1
1189,-121.50564,45.70577,0.01
17065,-121.50556,45.62,8.03
5772,-121.50553,45.70386,0.02
12613,-121.50528,44.28667,0.14
5075,-121.505,45.67533,0.01
4641,-121.50483,43.6725,0.3
8721,-121.50472,43.67833,0.01
15373,-121.50444,43.67833,0.2
13427,-121.50444,43.70306,0.01
207,-121.5039,42.45211,0.1
8525,-121.50333,45.70583,0.01
2113,-121.50327,43.67976,0.25
3953,-121.503,44.23916,1.1
4098,-121.50283,43.7865,0.1
4146,-121.5025,45.6,0.01
921,-121.50229,42.76055,0.1
12529,-121.50222,43.64472,0.01
4470,-121.502,43.0675,0.01
15614,-121.50194,45.68583,1.54
8397,-121.50167,43.68083,0.1
10212,-121.50139,44.03833,0.1
5629,-121.50139,44.2875,0.1
5239,-121.501,43.6815,0.01
16320,-121.50083,42.53472,0.1
12224,-121.50056,43.64194,1.58
8417,-121.50056,43.66278,0.01
11024,-121.50056,43.6625,0.04
12947,-121.50028,43.64667,0.2
13447,-121.5,43.67778,0.25
6543,-121.5,42.34972,440.0
5572,-121.49972,43.70361,0.5
9578,-121.49972,44.31861,0.8
13844,-121.49972,44.28278,0.01
11087,-121.49972,43.66111,0.1
8850,-121.49972,44.05444,0.25
1623,-121.49971,43.80305,0.01
14962,-121.49947,43.54167,0.0
6801,-121.49944,43.67083,0.25
8472,-121.49944,45.58694,0.01
17145,-121.49914,43.53858,0.01
2577,-121.49899,43.64369,0.01
13217,-121.49833,43.67417,0.25
8903,-121.49833,43.75333,0.2
15521,-121.49829,43.54128,0.0
329,-121.49822,43.67618,0.25
9442,-121.49778,44.07556,0.1
14624,-121.49722,42.45167,0.1
7588,-121.49722,44.43861,0.02
4923,-121.49717,45.71033,0.01
11592,-121.49694,44.24417,0.25
7168,-121.49694,43.54,0.25
5603,-121.49667,44.23806,0.1
15347,-121.49627,43.53909,0.0
8936,-121.49611,43.64389,0.28
14828,-121.49611,44.09917,1.3
5568,-121.496,43.812,0.25
15311,-121.49583,42.53722,0.1
15501,-121.4956,45.63791,1.94
14130,-121.49556,43.74,11.9
10222,-121.49556,43.66111,0.2
9098,-121.49556,43.665,0.1
16102,-121.49528,45.70583,0.0
15705,-121.49528,43.67556,0.1
4206,-121.49516,45.704,0.01
4255,-121.49516,45.63866,0.4
7187,-121.495,43.74417,0.7
11159,-121.495,45.70444,0.05
10876,-121.495,45.58917,0.01
11334,-121.49472,43.66889,0.1
12024,-121.49464,45.58911,15.1
2452,-121.49455,43.81031,0.1
17140,-121.49422,43.59358,0.0
7050,-121.49417,43.53889,0.0
12942,-121.49417,43.70417,0.01
650,-121.49406,43.53877,0.25
7639,-121.49389,45.70972,0.2
11696,-121.49389,44.31139,0.25
12470,-121.49383,45.6985,0.01
14765,-121.493,43.72613,7.5
9980,-121.49278,43.67639,0.01
11650,-121.49278,45.68639,0.1
13655,-121.49278,43.70278,0.2
7938,-121.4925,44.33833,0.05
4681,-121.49233,43.6745,0.24
9115,-121.49222,43.66472,0.05
7679,-121.49194,43.66389,0.01
9117,-121.49194,43.665,0.1
7621,-121.49167,43.7625,0.02
4069,-121.49166,42.44633,0.01
3977,-121.49133,43.5355,0.25
489,-121.49089,44.31507,0.01
13890,-121.49028,44.33472,1.6
8261,-121.49,42.44472,0.09
14992,-121.48972,42.75722,0.4
4770,-121.48967,43.63517,0.1
2777,-121.48955,43.81035,0.1
1576,-121.48953,43.74177,5.0
631,-121.48949,43.80673,0.01
1707,-121.48919,43.48089,0.25
15461,-121.48917,42.45694,0.3
8222,-121.48917,44.23806,0.1
10860,-121.48861,43.73833,0.3
9450,-121.48833,43.71972,0.4
5259,-121.48833,43.66183,0.13
15002,-121.48806,42.52778,8.7
4700,-121.488,44.254,1.25
15271,-121.48778,45.67917,1.61
14934,-121.4875,42.465,0.1
14331,-121.48722,45.70611,0.25
14687,-121.48722,43.74278,2.3
6594,-121.48722,45.70611,0.58
