,Lightning Longitude,Lightning Latitude,Lightning Acres Burned
5511,-119.43389,44.91694,0.1
1035,-119.43219,44.66067,0.1
4148,-119.43139,44.94028,0.5
5452,-119.43083,44.86056,0.1
2882,-119.43,44.45389,6.7
1640,-119.42916,44.902,0.03
3524,-119.42861,44.73083,0.01
721,-119.42736,44.46014,0.01
1093,-119.42723,44.9385,0.1
1143,-119.4271,44.84582,4.0
499,-119.42677,44.71188,250.0
2515,-119.42667,44.75944,3.0
3550,-119.42639,44.74417,9.6
812,-119.42498,45.17802,14.0
4920,-119.4239,44.90703,0.35
1963,-119.423,44.74317,15.0
2046,-119.42283,44.25833,14453.0
919,-119.42192,44.56484,0.4
2464,-119.42167,44.85556,3.9
1647,-119.42116,44.567,1.5
3530,-119.42083,44.90611,0.01
4822,-119.4206,44.61023,0.25
1990,-119.42,44.86,18.0
3351,-119.42,44.68278,0.01
1953,-119.41917,44.57633,0.25
2497,-119.41861,44.8375,0.01
5587,-119.41861,44.96222,6.7
3529,-119.41806,44.92389,0.01
3038,-119.4175,45.14361,0.25
504,-119.4167,44.79196,0.02
498,-119.41651,44.69759,200.0
1654,-119.4165,44.54983,0.25
3738,-119.41583,44.77056,0.3
2504,-119.41583,45.15444,6.1
5389,-119.4156,44.79428,0.1
4260,-119.41278,44.7775,0.53
921,-119.41214,44.41288,0.01
1092,-119.41207,44.93111,0.1
402,-119.41203,44.97438,175.0
3745,-119.40917,44.77639,8.4
3058,-119.40889,44.91556,124.59
6106,-119.40667,44.6875,0.25
1741,-119.40617,44.60567,0.02
3194,-119.40583,44.1,0.1
1980,-119.405,44.90617,0.01
4172,-119.40472,44.90389,0.1
1732,-119.40417,44.5875,0.7
4821,-119.40403,44.61353,0.25
2006,-119.40283,44.94183,0.25
46,-119.40171,44.75906,0.22
512,-119.40164,44.76268,0.25
1079,-119.40038,44.9033,0.01
1078,-119.40038,44.9033,0.01
1153,-119.40017,44.93187,1.8
1957,-119.4,44.57283,0.1
5734,-119.39972,44.52778,2.72
3743,-119.39889,44.79583,0.01
5522,-119.39667,44.61556,0.1
44,-119.39663,44.75901,1.25
2010,-119.395,44.9225,0.1
794,-119.39494,44.93906,35.0
1987,-119.39283,44.56833,0.01
1947,-119.392,44.608,0.1
3886,-119.39194,44.57583,0.25
1499,-119.39087,44.80229,0.01
957,-119.39005,44.92815,0.02
4308,-119.38972,43.98222,0.1
5868,-119.38972,44.77389,0.1
3354,-119.38917,44.43,33.5
1792,-119.38783,44.89333,0.1
1958,-119.38767,44.56333,0.1
1949,-119.38717,44.58633,0.5
130,-119.38565,44.54314,0.01
5811,-119.385,44.03222,0.1
5810,-119.385,44.0325,0.1
4824,-119.3843,44.97976,107.0
471,-119.38332,44.00684,100.0
5813,-119.38306,44.03278,0.1
2418,-119.38111,44.66583,43.0
172,-119.38079,44.58285,0.1
1062,-119.38052,44.57558,12.0
364,-119.38024,44.87872,1.0
4168,-119.37972,44.08861,0.25
1922,-119.37667,44.69233,0.01
1955,-119.37617,44.5725,0.1
2004,-119.376,44.55233,0.01
510,-119.37492,44.90693,0.5
1948,-119.37483,44.874,193.0
5812,-119.37472,44.05167,1.78
6242,-119.37444,44.89278,0.81
4098,-119.37389,44.65694,0.1
3503,-119.37083,44.84806,751.0
1056,-119.37058,44.58638,2.0
3410,-119.37056,44.96833,16.1
1560,-119.37048,44.81652,0.01
1161,-119.37039,44.54661,0.25
1959,-119.36967,44.58,0.1
4454,-119.36806,44.64611,0.1
1328,-119.36613,44.68914,0.01
5364,-119.36588,44.98688,950.0
5803,-119.36389,44.86667,99.0
48,-119.35988,44.88958,0.01
5735,-119.35972,44.55083,0.1
1165,-119.35925,45.20697,5.5
4268,-119.3575,44.87667,50.6
5860,-119.35611,43.98917,1.0
1243,-119.35605,44.59705,1.5
4710,-119.3558,44.5978,0.1
1379,-119.35559,44.58642,0.25
1795,-119.35317,44.537,0.75
4696,-119.35056,44.67417,0.5
341,-119.3503,44.83894,1.5
5776,-119.34861,44.88306,680.0
5359,-119.3481,44.40321,0.1
1041,-119.34621,44.7139,0.04
3229,-119.34611,43.98056,0.01
2588,-119.34389,45.19278,4.9
5424,-119.34381,44.82939,0.1
1798,-119.34317,44.52167,0.1
1923,-119.343,44.90167,287.0
1908,-119.34167,45.25633,118.0
1735,-119.3405,44.63867,0.01
1081,-119.34027,44.82346,0.01
1926,-119.34,44.90167,194.0
513,-119.33924,44.89663,100.0
61,-119.33437,44.91412,1.5
1420,-119.33405,44.0047,0.01
5453,-119.33361,44.67028,0.5
3448,-119.33139,44.51472,19.91
920,-119.3303,44.63012,0.1
6107,-119.32972,45.20972,0.1
5075,-119.3279,44.08323,0.1
448,-119.32538,44.69884,0.1
376,-119.32515,44.71695,0.5
2579,-119.32389,45.26667,152.0
21,-119.31902,44.92553,9.5
362,-119.31894,44.86085,2.5
5295,-119.31611,44.53278,0.1
4608,-119.3125,44.97833,840.0
1444,-119.31128,44.22066,0.01
1651,-119.3095,44.89666,45.5
5997,-119.30833,44.87833,151.9
3908,-119.30833,44.45611,15.7
3355,-119.30833,43.73667,0.07
5521,-119.30833,44.79833,0.3
2512,-119.30667,44.50833,2.0
4099,-119.30583,45.00417,0.25
1800,-119.305,44.97833,4.0
3385,-119.30333,44.94417,29.0
5794,-119.30333,45.25333,5.0
1927,-119.30267,44.70767,0.1
5800,-119.30056,44.865,0.5
5795,-119.29972,44.8625,0.5
2320,-119.29972,44.53056,0.5
3829,-119.29806,44.63194,0.1
5425,-119.29611,44.86889,54.5
4695,-119.2937,44.13025,0.1
4097,-119.29333,44.66444,0.01
4327,-119.29083,43.99417,0.25
4096,-119.29,44.65306,0.01
449,-119.28959,44.68723,0.1
1924,-119.28917,45.258,20.0
3547,-119.28889,44.9625,0.48
62,-119.28863,44.91519,0.75
4830,-119.28694,44.57861,0.1
4265,-119.28667,44.82111,71.5
1915,-119.28667,45.24,0.1
2318,-119.28617,44.73086,0.01
5806,-119.28361,44.55417,22.0
3890,-119.28306,44.8275,43.5
2260,-119.27314,44.91592,24.7
5059,-119.27306,45.26111,47.67
5058,-119.27306,45.26111,47.67
2463,-119.27278,44.96389,0.05
2916,-119.26972,44.91389,59.9
5787,-119.26722,44.87639,15.0
4127,-119.26611,43.82083,30.5
2268,-119.26417,44.71861,0.33
2355,-119.26361,44.71639,0.1
5454,-119.26278,44.995,0.2
2467,-119.2625,44.97333,9.3
4329,-119.25944,45.22611,0.1
4326,-119.25889,45.25167,0.1
5284,-119.2575,44.6933,0.1
3824,-119.25667,44.37333,0.25
3546,-119.25472,44.82083,44.0
3052,-119.25,44.91028,7.0
55,-119.24865,44.74132,0.01
4519,-119.24611,44.75417,0.01
808,-119.24191,45.2609,0.12
1793,-119.2415,44.95267,0.1
3549,-119.23861,44.44583,57.3
5394,-119.23722,44.69556,0.1
411,-119.23679,45.26084,0.75
6208,-119.23667,44.85389,0.08
2627,-119.235,44.96389,0.01
5808,-119.23417,44.89889,0.54
981,-119.23356,44.69455,0.01
2322,-119.23167,44.81222,0.02
849,-119.22946,44.17197,8162.98
5465,-119.22917,45.25056,0.1
628,-119.22684,44.96188,0.02
4037,-119.22556,44.46972,8.13
3040,-119.22417,44.89278,0.1
3872,-119.22306,44.67472,0.01
3528,-119.2225,44.59056,1.5
2262,-119.22167,44.92444,0.1
2921,-119.22056,44.84556,183.0
2502,-119.21889,44.37778,0.01
5767,-119.21806,44.47694,0.25
888,-119.21298,44.70534,0.01
2368,-119.21278,45.21667,0.1
3046,-119.21139,44.91528,0.1
2352,-119.21111,44.69972,0.12
3929,-119.21028,45.22861,0.1
1796,-119.20783,44.69217,0.1
5451,-119.20333,44.77222,1.3
444,-119.2028,44.71634,0.01
2321,-119.20064,44.70467,0.01
2289,-119.19889,44.96111,4.0
4163,-119.19639,45.22556,1.7
6038,-119.19372,44.38061,7.5
5410,-119.19306,44.48556,0.5
5707,-119.19222,45.21056,73.81
912,-119.19056,45.25547,0.25
6245,-119.18778,44.49306,0.25
3526,-119.18583,45.25417,25.0
2414,-119.18472,45.22972,0.01
665,-119.18252,44.70179,0.13
1110,-119.18236,44.48886,0.1
1643,-119.17966,44.94833,0.25
4164,-119.17194,45.24722,26.7
3235,-119.16861,45.25861,27.7
2613,-119.1675,44.95111,0.05
5459,-119.16722,45.04139,0.1
5429,-119.16639,44.88444,0.1
5104,-119.16639,44.39667,85.0
4160,-119.16528,45.26361,5.3
1156,-119.1652,45.25748,0.01
3091,-119.16417,45.26889,20.0
2495,-119.16417,44.68556,0.05
5356,-119.1628,44.67775,0.1
2920,-119.16278,44.88139,534.0
2886,-119.1625,44.665,0.02
1332,-119.16233,44.70177,0.2
3513,-119.16083,44.88972,0.1
4472,-119.16083,44.20278,0.25
4629,-119.16083,45.07028,0.45
3279,-119.15972,45.03444,0.28
1921,-119.15967,44.21883,0.25
1920,-119.15933,44.21833,0.1
4606,-119.1575,44.74139,2.73
974,-119.15648,44.98037,25.0
1044,-119.1519,44.36516,0.01
1089,-119.15161,44.35797,0.1
4605,-119.14944,44.36556,321.0
3037,-119.14556,45.28833,299.0
3533,-119.14333,44.96472,0.02
4923,-119.14278,45.02111,0.1
1960,-119.14133,44.68,0.1
2379,-119.13944,44.90417,0.01
5833,-119.13889,44.81444,676.0
2427,-119.13833,44.96722,2.0
2926,-119.13833,45.05889,0.25
1743,-119.13717,44.1855,0.1
5187,-119.135,44.36333,0.1
5446,-119.135,45.08111,0.1
3339,-119.13444,45.02583,0.01
2636,-119.13417,45.00333,54.0
879,-119.13144,44.36136,0.6
4595,-119.13075,44.15194,0.1
5516,-119.1275,44.95139,0.1
3484,-119.12389,44.86528,0.1
2493,-119.12306,44.47806,0.25
4450,-119.11944,44.66917,0.1
1197,-119.11938,45.24692,0.1
1969,-119.1185,44.705,0.1
4095,-119.11833,44.49472,0.25
4692,-119.11611,44.90722,5.88
891,-119.11602,44.65795,0.5
2400,-119.11389,44.98917,0.1
3486,-119.11389,45.0275,0.42
3210,-119.11194,44.20028,0.1
4831,-119.11111,44.65583,0.25
848,-119.11059,45.01931,3.5
1138,-119.11044,45.0484,0.01
3523,-119.10972,44.98861,7.5
6211,-119.10361,45.045,0.25
2016,-119.10217,44.48833,0.1
725,-119.10096,44.97298,3.0
5450,-119.10083,45.06917,0.1
4924,-119.09944,45.21472,0.1
3967,-119.09833,44.49361,0.25
823,-119.09563,45.07762,0.01
506,-119.09555,45.06672,0.1
3485,-119.095,44.4875,0.01
2356,-119.09472,44.4275,1.0
4448,-119.09111,44.68028,0.01
531,-119.09052,44.40114,1.5
5074,-119.0905,44.81148,1.6
2064,-119.08917,45.22117,0.25
5918,-119.08778,43.79278,0.1
5677,-119.08667,44.37222,0.1
5841,-119.08639,45.01056,67.43
723,-119.08552,44.84629,2.0
67,-119.0852,44.92211,0.02
2615,-119.08472,44.47111,0.25
4688,-119.0833,44.3503,0.1
4496,-119.08028,44.97139,0.5
5368,-119.08,45.0275,3.0
2910,-119.07889,43.795,0.1
2563,-119.07861,44.47861,0.01
18,-119.07531,45.07759,0.01
4916,-119.07289,44.39622,0.1
5330,-119.07222,45.31639,3450.0
5798,-119.07083,45.21917,2.7
527,-119.07046,44.38855,0.25
826,-119.06772,45.2261,0.25
5487,-119.06694,44.49056,0.1
1042,-119.06468,44.14289,0.01
4610,-119.06387,44.36338,0.1
4612,-119.06222,44.40028,0.1
1046,-119.06045,44.33963,0.1
1049,-119.06036,44.32871,0.01
4082,-119.05917,44.88417,6.5
5822,-119.05639,44.68778,0.1
833,-119.05528,44.99814,2.5
4046,-119.05528,44.36611,0.05
1392,-119.05503,45.08125,0.01
3384,-119.055,45.27556,69.0
1043,-119.05483,44.13583,0.01
2861,-119.05472,45.07972,0.01
2343,-119.05444,45.1025,390.0
5196,-119.05361,44.33944,0.1
4607,-119.05306,44.84028,0.1
2501,-119.0525,44.36333,0.1
1366,-119.05248,45.25035,0.4
5664,-119.05222,44.34222,0.1
5332,-119.05028,45.04972,0.1
835,-119.05011,44.52781,5.25
4917,-119.04972,44.49622,0.1
4091,-119.04667,44.44083,9.0
1050,-119.0452,44.33959,0.01
4603,-119.04389,44.87472,20.5
5328,-119.04361,45.05972,0.1
5711,-119.04278,44.98806,2.2
2319,-119.04278,44.96583,1.4
5327,-119.04278,45.05667,3.1
2275,-119.04222,45.17194,14.0
5725,-119.04111,44.735,1.6
4342,-119.04056,44.68556,0.1
447,-119.03999,44.31407,0.1
446,-119.03999,44.31407,0.05
3997,-119.03917,44.33861,1.5
2274,-119.03778,45.21917,0.5
4017,-119.0375,44.71028,1.0
5783,-119.03639,45.02361,0.1
5388,-119.03583,44.48861,0.1
5821,-119.03583,44.50028,0.1
1194,-119.03534,45.02699,3.0
5526,-119.03472,44.69222,0.1
641,-119.03134,45.10653,1.0
1108,-119.03011,45.04858,0.01
887,-119.02982,44.33214,0.25
3507,-119.02972,45.23833,32.0
5079,-119.02664,44.67244,1.41
2111,-119.02639,45.14639,0.1
4336,-119.02444,45.06833,0.1
1312,-119.02435,44.49918,0.1
5710,-119.02389,45.04778,0.1
5305,-119.02306,44.38611,0.1
3798,-119.02306,44.48722,12076.0
6057,-119.0226,45.11028,0.1
4340,-119.02167,45.05333,14.0
5775,-119.01972,45.03111,0.1
4328,-119.01861,44.04694,0.1
5723,-119.01694,44.71861,112.3
1183,-119.01652,45.2228,0.12
4159,-119.01472,45.19333,11.7
1393,-119.0143,44.81373,0.01
5318,-119.011,44.50113,0.5
640,-119.01099,45.10654,0.1
6206,-119.01,45.07,0.25
4146,-119.00944,44.39778,2.0
5508,-119.00667,45.26444,0.3
4615,-119.00556,44.32333,0.1
5885,-119.005,44.04028,0.7
1052,-119.00372,44.76281,0.25
4946,-119.0024,43.94061,0.1
4972,-119.00219,43.97669,0.5
2444,-119.00056,44.04861,0.25
4145,-119.00056,43.99444,0.01
2927,-119.00028,45.03306,9.0
6087,-119.0,42.0,0.1
5384,-119.0,44.32222,0.1
612,-118.99952,44.34292,0.1
4627,-118.99781,44.31228,0.2
2546,-118.99611,43.9475,0.01
1415,-118.99461,44.3105,0.01
690,-118.99461,44.3105,0.25
4774,-118.9927,44.237,9211.0
2057,-118.99217,45.03283,44.0
4348,-118.99167,45.11694,1.0
529,-118.99034,45.28202,0.5
2824,-118.99,44.20639,0.05
790,-118.98986,44.9982,0.25
4240,-118.98806,44.08417,0.1
3387,-118.98722,44.67639,0.25
4225,-118.98639,44.08333,0.01
4339,-118.98528,45.08778,0.25
3961,-118.98389,44.42722,0.01
5789,-118.98361,45.01889,0.1
5737,-118.98306,44.75833,0.1
5726,-118.98306,44.75667,0.1
2054,-118.98233,45.12967,7.5
1450,-118.97962,44.66484,0.25
1700,-118.9795,45.06467,0.5
3800,-118.97917,44.50083,0.25
2654,-118.97806,45.115,124.0
2616,-118.97806,45.115,0.1
4083,-118.97611,44.91056,0.1
2835,-118.97556,45.13778,0.01
1625,-118.9755,44.33133,0.03
2983,-118.97167,45.07639,1.0
5637,-118.97083,44.77528,0.1
1152,-118.96996,45.13584,0.01
343,-118.96986,45.13946,0.01
6090,-118.96815,44.83536,0.1
5785,-118.96639,44.91333,0.25
5777,-118.96556,45.12417,0.1
359,-118.96501,44.79601,0.25
4085,-118.96472,44.88056,0.1
5713,-118.96472,45.08194,0.1
5087,-118.96444,45.05222,0.2
4337,-118.96361,45.1475,1.7
4483,-118.96278,44.36944,1.0
1171,-118.95909,44.91599,0.01
511,-118.95363,45.06836,9230.0
4081,-118.95361,44.92444,1.5
2378,-118.95361,45.26167,19.5
5089,-118.9528,44.4161,186.0
3006,-118.95194,45.19167,2.0
5479,-118.95167,44.74528,0.1
5863,-118.94972,44.49806,17.8
1166,-118.94962,45.1106,0.01
929,-118.94921,44.75208,1.0
2991,-118.945,45.09556,0.01
3742,-118.94194,44.74806,0.1
2510,-118.94139,45.05306,0.01
1088,-118.93936,45.12531,0.01
2008,-118.939,44.293,0.01
1275,-118.93847,43.99092,4.0
3796,-118.93833,44.40806,158.82
1593,-118.93816,45.02433,0.01
1594,-118.93766,45.02333,0.1
2617,-118.9375,44.49944,0.25
3505,-118.935,45.25361,0.1
706,-118.93435,45.24095,0.25
2059,-118.93417,45.10783,9.2
1390,-118.93336,44.20486,0.1
4609,-118.93306,44.73333,96.0
2070,-118.93267,45.09117,2.2
3016,-118.93194,45.11972,6.0
3013,-118.93167,45.15194,0.01
2045,-118.93067,45.06383,125.0
3762,-118.93056,45.08889,0.1
4449,-118.93056,45.16556,0.25
4773,-118.9291,44.3177,101028.0
1548,-118.92799,45.05393,0.1
2984,-118.92361,45.19722,0.01
2446,-118.92167,44.24806,4.5
3588,-118.91694,45.22889,0.1
4338,-118.91472,45.2475,0.1
3759,-118.91472,44.84306,69.82
6044,-118.91417,45.16917,0.13
5733,-118.90861,44.48389,0.3
1895,-118.9075,44.469,1.1
445,-118.90728,44.49203,0.1
2942,-118.90583,45.18556,0.01
2908,-118.90528,44.49833,0.2
2031,-118.90467,43.9365,0.1
1645,-118.904,43.82116,167.0
5719,-118.9025,44.50361,0.33
4462,-118.90167,45.13139,0.1
3996,-118.90167,44.37472,0.3
3561,-118.89972,44.82139,0.5
2348,-118.89861,45.16139,0.01
4820,-118.89722,44.14139,0.49
6202,-118.89444,45.17972,0.13
2055,-118.89333,45.15056,0.1
3017,-118.89167,45.085,403.0
2003,-118.89167,43.8385,28.81
3085,-118.89167,45.30389,0.01
538,-118.89116,44.50294,0.25
192,-118.89116,44.50294,0.25
2341,-118.89028,45.17778,3776.0
3990,-118.88778,44.16389,0.01
3499,-118.88722,45.31222,0.01
5008,-118.88222,43.85,78.0
2048,-118.88167,45.02217,10.0
2326,-118.88028,43.92278,0.01
2347,-118.87611,45.15972,179.0
2353,-118.87611,45.15972,15.5
1964,-118.87483,44.48833,0.1
5996,-118.87194,44.37528,1.36
2049,-118.87167,45.01111,0.01
349,-118.8716,44.95246,0.25
1824,-118.87133,43.86983,713.0
5155,-118.86906,44.73446,1.7
2441,-118.86778,44.48528,0.1
2346,-118.86778,45.16944,2.0
1174,-118.86771,45.21188,0.1
3187,-118.8675,44.8675,1.0
4927,-118.86528,45.01306,0.65
2283,-118.86333,45.21083,25.0
5736,-118.86333,44.48472,0.25
4459,-118.86222,45.23222,0.1
5363,-118.86111,45.31806,1.3
2639,-118.86056,45.15194,93.0
2112,-118.86,45.10861,0.1
1103,-118.86,45.3097,1.0
999,-118.85661,44.9416,3.1
2043,-118.85467,44.99983,0.01
692,-118.85442,44.16113,0.25
1897,-118.85417,44.43833,30.0
3313,-118.85389,44.48139,0.15
5716,-118.85306,45.00611,0.1
617,-118.85291,44.3771,0.1
2042,-118.85283,45.01067,0.01
5740,-118.85139,44.48861,0.1
4473,-118.85111,44.435,0.25
5878,-118.85,44.93333,0.25
5103,-118.84778,44.37694,0.1
1362,-118.84608,44.48473,0.1
4113,-118.845,45.01944,0.28
2340,-118.83833,45.01944,3.5
2345,-118.83806,45.18056,0.01
1051,-118.83786,44.37348,0.01
889,-118.8369,44.7957,4.6
2338,-118.83667,45.17611,0.01
976,-118.8358,44.93441,2.1
1080,-118.83546,45.01088,0.01
4432,-118.835,45.18306,1.0
4426,-118.83333,45.1375,0.1
810,-118.83234,45.3062,3.2
2344,-118.83139,45.18333,0.01
492,-118.83107,44.49915,0.25
2354,-118.83083,45.01833,0.25
2342,-118.82889,45.16333,0.1
613,-118.82784,44.37736,0.1
2350,-118.82722,45.20861,420.0
5887,-118.82722,44.47861,0.5
1363,-118.82106,44.49538,0.1
1783,-118.8185,44.92033,0.3
4624,-118.81694,45.1775,0.25
5786,-118.81664,45.28028,0.1
1371,-118.81588,44.49571,0.25
5092,-118.8145,44.9135,0.11
2795,-118.81417,44.89917,0.01
4621,-118.81222,45.14306,0.25
2062,-118.80667,44.4885,0.1
1794,-118.80617,44.93617,0.25
6205,-118.80528,44.89917,0.1
2053,-118.80167,44.37083,3.0
5505,-118.80056,44.89806,0.1
2351,-118.79889,45.19611,0.01
4626,-118.7954,44.4945,0.1
2628,-118.79472,44.37556,0.01
2339,-118.78806,44.98278,3032.0
2129,-118.78611,44.02583,2363.8
4504,-118.785,44.54833,0.5
2646,-118.7825,44.36583,0.1
488,-118.78227,44.36595,1.0
5139,-118.78222,44.45667,2.5
1140,-118.77551,45.10741,100.0
1055,-118.77519,44.54596,0.01
3487,-118.77444,44.48222,19.27
5472,-118.77056,45.08472,0.1
5194,-118.75833,44.50111,0.1
3510,-118.75472,45.49694,73.0
5084,-118.74436,44.46683,1.0
4935,-118.7436,44.49873,1.67
5879,-118.74139,44.5075,541.46
2632,-118.74111,44.55083,0.01
2098,-118.73806,45.37833,27.5
2349,-118.73694,45.13444,226.0
5073,-118.73694,45.08417,28.0
5467,-118.72583,45.08111,0.1
2044,-118.725,45.30833,25.0
2826,-118.72,45.35167,22.0
3635,-118.7125,44.54583,0.1
4628,-118.70611,45.33889,8.2
4513,-118.70556,44.55694,0.2
5427,-118.705,44.52667,0.1
3027,-118.69778,44.54139,0.1
1057,-118.69328,44.52109,0.25
2428,-118.69194,43.73778,0.1
2569,-118.68361,45.55639,103.0
3515,-118.6825,44.3625,0.1
5088,-118.66806,45.17333,30.2
5514,-118.66667,44.53861,0.1
2599,-118.665,45.3475,0.1
5434,-118.6625,45.16028,1.5
4685,-118.66028,45.52806,218.0
1779,-118.65717,45.3745,0.1
2649,-118.6525,45.34222,1.5
2964,-118.65139,44.92472,14000.0
3500,-118.64639,45.51139,2.5
1459,-118.64188,44.51702,0.1
3887,-118.63833,45.35444,0.1
1001,-118.63767,44.34328,0.01
5631,-118.63361,44.35111,0.1
1801,-118.6255,44.339,0.5
4126,-118.61639,44.52194,0.25
1168,-118.61549,45.50549,405.0
464,-118.61515,44.31221,0.01
5346,-118.60944,45.50667,78.9
481,-118.60723,44.33213,0.1
702,-118.60663,44.50602,0.25
704,-118.6055,45.34565,0.01
3926,-118.60083,45.48861,80.0
719,-118.59746,44.32508,13479.54
480,-118.5974,44.31778,0.1
3225,-118.59528,45.5775,0.01
4074,-118.59056,44.33417,0.01
5513,-118.58722,44.45528,0.1
5624,-118.5775,44.34472,0.1
478,-118.57722,44.33228,8.0
693,-118.57653,44.46262,0.1
5321,-118.57583,45.47972,1024.0
1634,-118.5725,44.30316,0.3
5749,-118.57167,44.72361,0.5
1150,-118.57007,45.38576,0.01
490,-118.5676,44.3541,0.1
3927,-118.56444,45.63556,27.5
3324,-118.56083,44.4375,0.3
2580,-118.56056,45.48583,0.1
3913,-118.56,44.41194,1.0
151,-118.55873,45.4434,0.1
885,-118.55572,44.61139,0.1
1447,-118.55571,44.27861,1.0
1032,-118.55064,44.25681,0.1
1037,-118.55064,44.25681,0.1
1036,-118.55064,44.25681,0.01
3907,-118.55056,44.365,0.25
4769,-118.55042,45.35556,0.8
3527,-118.54639,45.60972,0.3
2626,-118.54278,45.56556,0.1
3915,-118.5425,44.73472,1351.0
3916,-118.5425,44.75139,1350.0
4599,-118.5425,44.15417,0.5
3220,-118.54222,44.38917,0.01
3323,-118.54028,44.32417,18.93
2284,-118.5393,45.1323,0.1
2572,-118.53917,45.50778,0.1
6023,-118.53778,45.45056,0.1
5056,-118.5375,45.13083,0.14
3905,-118.5325,44.38222,0.01
467,-118.5298,44.30355,0.25
3054,-118.52806,45.35167,1.0
3917,-118.52611,44.29944,0.12
77,-118.52529,44.40488,0.1
715,-118.52007,44.31059,0.5
1003,-118.51953,44.2898,16.0
2592,-118.51667,45.51333,0.01
1669,-118.5165,45.10216,838.0
1087,-118.51007,44.37199,0.25
5801,-118.50881,45.3585,23.33
2017,-118.50867,44.28733,0.33
2571,-118.50722,45.59,0.01
2598,-118.50528,45.50722,0.01
3514,-118.5025,45.60639,0.01
4053,-118.5,45.28389,0.01
853,-118.49759,45.38899,0.1
5068,-118.49667,45.39333,0.8
450,-118.49263,45.28725,2.0
646,-118.49062,45.47736,2.0
2330,-118.48528,44.95222,3890.0
5717,-118.48,45.26778,1.0
4011,-118.47778,45.29472,3.0
1199,-118.47661,45.42543,1.0
3648,-118.47528,45.29444,0.1
4689,-118.47472,45.10278,0.1
2828,-118.47389,45.54083,0.01
2011,-118.47,45.3,0.01
2013,-118.47,45.28167,0.1
6120,-118.46694,45.58444,0.1
2012,-118.46667,45.30833,0.01
4028,-118.46583,45.30944,0.1
1077,-118.46261,45.11885,0.01
1666,-118.45833,45.105,0.25
2990,-118.45333,45.42722,17.0
5065,-118.45167,45.23194,0.1
5792,-118.45028,45.28028,1.0
4304,-118.44972,44.82917,0.1
4772,-118.44958,44.82844,0.1
3306,-118.44944,44.82306,0.2
3314,-118.44778,44.82583,0.25
5091,-118.44583,45.29917,0.85
637,-118.44324,45.48081,0.01
923,-118.43738,45.09307,0.01
4978,-118.43639,44.85278,0.1
5470,-118.43639,45.08417,0.01
187,-118.43591,44.8193,0.1
990,-118.43363,45.61856,40.0
3462,-118.43333,44.95333,0.01
1563,-118.4324,45.08936,0.01
3416,-118.42389,45.26306,0.25
5457,-118.42361,45.09083,0.5
5469,-118.42253,45.09111,0.25
5152,-118.41861,45.42333,0.1
2641,-118.41611,45.75306,370.0
2110,-118.41472,45.24833,0.01
3509,-118.41139,45.70222,0.25
2424,-118.41008,45.47331,0.1
2026,-118.40667,45.39333,0.5
2423,-118.40444,45.50972,0.1
4179,-118.40389,45.45472,0.1
1167,-118.40199,45.57501,0.1
5661,-118.39972,45.09556,0.1
59,-118.39508,45.26887,0.01
4856,-118.39361,45.57333,0.1
3273,-118.39222,44.79639,0.1
2324,-118.38761,45.54778,0.1
1781,-118.387,45.69717,0.01
987,-118.38683,45.74101,0.02
3650,-118.38639,45.24556,0.01
533,-118.38326,44.70003,1.0
2640,-118.37917,45.24194,0.01
4512,-118.37889,45.68083,0.75
954,-118.37777,45.47688,0.03
4839,-118.3772,45.21052,18.0
5709,-118.37583,45.06444,0.1
42,-118.37552,45.09998,0.01
1200,-118.37288,45.46233,0.01
1313,-118.37283,45.11633,0.01
6121,-118.3725,45.71417,133.65
5873,-118.36417,45.7,1.3
2021,-118.36333,45.125,10.0
5874,-118.36139,45.06111,0.1
6122,-118.3604,45.76099,0.1
4242,-118.36028,45.44778,0.1
4682,-118.36028,45.79361,0.1
995,-118.35969,45.67597,3.75
5692,-118.35833,45.75083,0.2
5693,-118.3575,45.80111,1.0
5790,-118.35636,45.49586,0.1
5663,-118.35097,45.74078,0.1
3167,-118.35028,44.05444,9.2
4833,-118.35016,45.26669,0.01
4859,-118.34889,45.62472,316.0
5629,-118.34528,44.0325,0.1
5447,-118.33997,45.42536,0.3
5987,-118.33917,44.10083,22348.0
3649,-118.335,45.79611,0.1
146,-118.3344,45.08509,80.0
4246,-118.3325,45.70417,11.5
5657,-118.33139,45.79139,0.1
4236,-118.33,45.275,0.1
3651,-118.32917,45.79472,0.1
4631,-118.32889,45.23667,3.9
6049,-118.3261,45.78056,0.49
5527,-118.32111,45.27139,16.3
5768,-118.31667,45.25,0.15
5491,-118.31639,44.67417,0.1
3212,-118.3125,44.66083,0.1
1162,-118.30692,45.29059,0.01
5437,-118.305,44.65417,0.05
6018,-118.30389,44.70667,2.1
5361,-118.30361,45.22889,75.0
1376,-118.3034,45.2306,0.01
4165,-118.29611,44.81611,3.0
5796,-118.29556,45.5275,37.3
3344,-118.28861,45.36167,0.01
434,-118.28669,45.82931,0.1
3181,-118.285,44.42194,0.5
4038,-118.28444,44.40722,0.02
4704,-118.28306,45.75056,0.01
2325,-118.28306,44.51028,0.25
3201,-118.28167,44.4025,0.2
1972,-118.27667,44.44667,0.25
1720,-118.27417,44.50883,0.01
2308,-118.2732,45.238,30.0
973,-118.27043,44.50446,0.05
2327,-118.26528,44.45528,210.0
712,-118.25876,45.51365,1.0
