,Lightning Longitude,Lightning Latitude,Lightning Acres Burned
4593,-118.25583,44.39083,0.01
4474,-118.25556,44.82306,0.01
1163,-118.25526,45.76784,0.1
5797,-118.25389,45.54111,169.5
3964,-118.25111,44.82972,45.0
3892,-118.24972,45.33889,0.1
3584,-118.24778,44.20722,2.0
718,-118.24195,44.30856,25000.0
3312,-118.23556,45.9275,16.4
1009,-118.23446,44.39222,30.0
876,-118.23397,45.37168,23.0
2074,-118.23,44.81,2.0
3903,-118.22556,44.40222,0.06
1172,-118.22471,45.8367,0.01
4520,-118.2225,45.79,0.1
5455,-118.2188,44.52168,0.02
3130,-118.21833,44.75333,0.25
2466,-118.21806,44.60556,0.02
2286,-118.21639,45.92833,103.0
927,-118.21094,44.23257,0.01
5176,-118.2109,44.76244,0.01
3735,-118.20833,44.58639,0.1
4023,-118.20833,45.36389,0.1
3655,-118.20667,44.82611,2.2
2287,-118.20583,45.99306,217.0
4494,-118.20583,45.28028,11.0
5503,-118.2045,44.81131,0.1
2825,-118.20444,44.76833,0.1
5518,-118.20361,44.86361,0.1
4661,-118.20306,44.82222,0.1
3184,-118.20139,44.36639,0.01
4089,-118.19917,45.36722,9.2
2300,-118.19361,45.93194,371.0
1006,-118.19292,45.93594,14.0
4592,-118.1925,44.37,0.01
4044,-118.18889,45.2875,0.6
2288,-118.18889,44.84333,0.02
3904,-118.18611,44.38917,0.1
2065,-118.185,44.395,17.0
3189,-118.18333,44.57083,33.0
2337,-118.18167,44.82167,0.25
4517,-118.18083,45.78611,0.1
181,-118.17426,44.39556,5.0
1667,-118.17,44.26666,0.5
3497,-118.16861,45.89917,13.5
5338,-118.16639,45.26583,0.5
4602,-118.16056,45.81833,0.1
1435,-118.15964,44.60441,0.25
4351,-118.15278,45.91417,0.1
2056,-118.15167,45.25667,16.5
3234,-118.15139,44.54111,12.0
6089,-118.14806,44.48667,1.25
685,-118.14609,44.70364,0.01
874,-118.14512,45.34945,0.25
3763,-118.1425,44.57833,0.25
3134,-118.13917,44.32833,0.1
3654,-118.13722,45.41333,0.25
6055,-118.13694,44.72444,0.1
4706,-118.13694,45.84944,0.5
1198,-118.13411,45.17881,0.1
4662,-118.13028,44.37472,0.18
5771,-118.12861,45.22444,0.25
2066,-118.12833,44.90333,966.0
4968,-118.12722,44.47639,1.25
2609,-118.12444,44.55833,0.25
3894,-118.12389,45.22694,0.25
3740,-118.1175,44.41861,25.0
2007,-118.11667,45.33833,0.01
5866,-118.11639,44.91361,0.1
1201,-118.11597,45.86628,0.01
972,-118.11551,44.65976,0.01
73,-118.11454,44.91387,0.1
1495,-118.11309,45.07692,0.01
6196,-118.11306,44.92056,0.1
4755,-118.1125,44.30472,0.1
4461,-118.11167,45.98306,4.2
1318,-118.1093,44.91739,0.01
186,-118.10903,44.56867,0.01
5374,-118.10694,45.5775,0.03
2029,-118.10667,45.41167,0.1
4060,-118.10556,45.22417,0.1
4596,-118.10472,45.07222,0.1
1010,-118.10427,44.56133,10.0
5676,-118.1029,44.65981,0.1
4780,-118.1025,44.31917,20621.0
2030,-118.10167,45.17167,0.1
4516,-118.10111,44.32139,0.25
2122,-118.10056,44.27889,452.5
5432,-118.09972,45.27,0.01
6246,-118.09589,45.06814,0.1
4502,-118.09361,44.46889,0.1
2827,-118.09361,45.06694,0.1
5151,-118.09361,45.27667,0.1
2523,-118.09222,44.91083,0.1
3318,-118.08889,45.16917,0.23
2332,-118.08889,44.9425,0.18
701,-118.08849,44.9066,0.01
722,-118.08781,44.94284,0.25
5078,-118.085,45.21111,0.1
3199,-118.08417,44.57778,0.1
5691,-118.0839,44.90899,0.01
1663,-118.08333,44.58,0.25
2150,-118.08333,44.905,0.25
2335,-118.08139,45.2325,0.01
1789,-118.08,45.085,0.01
6006,-118.07917,45.38139,0.1
3746,-118.07806,45.03111,0.1
796,-118.07741,44.97553,0.05
5323,-118.07722,45.54306,0.1
3899,-118.07528,44.57083,0.01
4330,-118.07472,45.20694,0.01
1629,-118.07316,44.60616,90.0
79,-118.07261,44.8996,0.01
78,-118.07231,45.01611,0.01
3511,-118.07222,44.72333,0.1
2902,-118.07139,45.19583,0.1
4756,-118.06917,45.245,0.13
3984,-118.06889,44.57278,0.01
4530,-118.06722,44.96583,0.1
5714,-118.06691,44.55024,0.12
5748,-118.06686,44.55016,1.06
4708,-118.06528,45.5775,0.1
2611,-118.06528,45.49417,0.05
3897,-118.06528,45.04222,0.6
2119,-118.06444,45.23278,0.01
3094,-118.06278,45.20361,0.01
4040,-118.06,45.21333,0.1
5143,-118.05944,45.05833,0.1
6063,-118.05917,45.15944,0.01
4705,-118.05917,45.105,0.1
3998,-118.05694,44.93528,0.1
2121,-118.05611,44.38833,188.0
1317,-118.05457,44.71432,0.6
5992,-118.05378,44.73647,1.5
951,-118.05339,45.12786,0.01
485,-118.05314,44.58628,1.5
3035,-118.0525,44.71111,0.53
3232,-118.05222,44.61972,0.5
258,-118.05054,44.70369,0.01
3906,-118.05,44.56028,0.1
3968,-118.04972,45.26,0.1
3246,-118.04694,45.0425,0.01
4857,-118.04583,44.71,0.1
1646,-118.045,44.92866,0.01
3994,-118.04361,45.24639,0.1
66,-118.04351,44.59349,0.2
3972,-118.04222,44.55194,0.01
1473,-118.04149,44.89935,0.01
5690,-118.0387,45.09477,0.77
524,-118.03864,44.53955,0.01
3870,-118.03778,45.07417,0.1
2117,-118.03528,45.20056,0.02
3178,-118.03528,44.58667,0.2
4969,-118.03389,44.57167,0.01
5779,-118.03347,44.68348,0.01
5689,-118.03346,45.15026,0.01
3196,-118.0325,44.54417,0.01
2508,-118.02806,44.87778,0.1
3801,-118.0275,44.59889,0.5
3995,-118.02667,44.57,0.1
970,-118.02584,44.82663,0.02
4975,-118.0237,44.53168,0.1
5778,-118.02333,45.52389,4.25
884,-118.02309,44.59708,0.1
837,-118.02302,44.58269,0.02
4776,-118.01972,45.57028,0.01
2323,-118.017,44.5908,0.03
3878,-118.01639,45.55917,0.1
4497,-118.01639,44.45083,0.01
6039,-118.0153,44.09548,0.1
3213,-118.01528,44.59417,0.5
3057,-118.01111,45.15528,0.25
5871,-118.01028,45.21917,0.1
4131,-118.00722,45.10194,1.8
4467,-118.00639,45.61861,0.01
6210,-118.00611,45.77639,1.25
2620,-118.00472,45.95361,0.01
3231,-118.00472,44.87417,0.01
3190,-118.00167,44.53444,0.1
1307,-118.00136,45.12043,0.1
2630,-118.00056,45.95278,0.25
4128,-117.99722,45.0975,4.81
6201,-117.99542,45.12036,0.1
4515,-117.99333,44.84556,0.1
1984,-117.98833,45.66933,0.1
28,-117.98618,45.18971,1.0
3357,-117.97806,44.45,0.01
988,-117.97622,45.59244,0.15
930,-117.97578,45.19311,0.25
992,-117.97074,45.6147,0.2
357,-117.96972,44.5892,0.01
6237,-117.96944,44.44972,0.1
6037,-117.9678,44.45983,0.5
993,-117.96576,45.58516,1.0
74,-117.96423,44.54983,0.2
645,-117.96036,45.65841,0.25
3976,-117.96028,45.53583,0.1
1034,-117.95922,44.45292,0.01
3813,-117.95889,44.44111,0.1
4808,-117.95472,45.18194,0.25
76,-117.94965,44.57432,0.01
75,-117.94914,44.59965,0.5
5805,-117.949,44.74844,0.02
6042,-117.9455,44.56686,1.0
1471,-117.94502,45.68757,0.03
4503,-117.94472,44.68472,0.01
5349,-117.9425,45.56972,0.25
3989,-117.94083,44.65278,0.1
1556,-117.94065,45.69108,0.25
5528,-117.94,45.63722,1.76
2297,-117.9375,44.69778,0.01
5357,-117.93417,45.62944,0.8
1628,-117.93,44.72166,0.01
182,-117.92936,44.78712,0.02
814,-117.9291,44.61383,1.0
1559,-117.92476,45.16802,0.25
5456,-117.9202,44.59085,0.1
5774,-117.91983,44.78013,0.1
1040,-117.91945,44.64916,0.01
3895,-117.91694,44.61333,0.1
5784,-117.91528,45.74139,0.1
185,-117.91433,44.72494,0.1
443,-117.9094,44.60625,0.03
789,-117.90936,45.41526,0.01
1147,-117.90869,45.66601,0.1
1635,-117.90666,44.64583,2.5
695,-117.90364,45.45482,0.25
5883,-117.9033,44.65534,0.01
2922,-117.90278,45.71611,0.1
3812,-117.89972,44.44806,1.5
5430,-117.89806,45.42,0.01
1626,-117.89666,44.44666,0.5
2787,-117.89528,44.58528,0.01
3337,-117.895,45.61472,0.01
184,-117.8942,44.60591,0.1
4829,-117.89083,44.70778,0.1
3131,-117.89056,44.62778,0.01
2949,-117.89028,44.51444,80.0
689,-117.88824,45.68058,0.01
703,-117.88818,45.48396,0.01
2437,-117.88806,45.46472,0.25
3256,-117.88472,45.43222,0.01
5367,-117.88306,45.62139,0.25
4759,-117.8813,44.5089,56766.2
1991,-117.88,44.44683,0.25
5433,-117.87889,45.70583,0.1
345,-117.87873,44.50574,0.01
625,-117.87769,45.66931,0.01
1782,-117.87483,45.7385,0.63
6036,-117.8747,44.4554,0.1
1131,-117.87228,45.74531,0.01
1627,-117.86833,44.515,2.1
5362,-117.86444,45.65361,1.0
483,-117.86321,44.57844,0.01
1367,-117.86289,45.40762,2.7
5769,-117.85778,44.41917,3703.0
344,-117.8576,45.19328,0.01
2395,-117.85194,45.70139,2.67
1000,-117.84887,44.50346,0.12
3980,-117.84611,44.48861,0.1
120,-117.83241,45.44742,0.1
943,-117.83227,45.46192,0.01
487,-117.83167,44.59996,0.1
3350,-117.83111,44.63194,0.01
3973,-117.82917,45.70111,0.1
5807,-117.82833,45.69972,79.0
1662,-117.82833,44.465,0.02
2034,-117.82333,45.65833,0.1
5431,-117.8225,45.635,0.25
2387,-117.82083,45.67278,34.0
180,-117.81727,44.65269,15.0
931,-117.81703,45.44386,0.25
700,-117.81678,45.38942,0.25
928,-117.81644,45.46928,0.1
1004,-117.81613,45.66274,0.95
3072,-117.81139,45.46528,0.25
4726,-117.81139,45.73944,0.25
6203,-117.81,45.47306,0.1
4527,-117.80333,44.64861,0.01
1474,-117.80187,45.42228,0.01
3051,-117.79694,45.35667,0.25
5715,-117.79333,45.34889,2.0
489,-117.79211,44.59281,0.1
4036,-117.78889,44.52028,0.05
4067,-117.78806,45.49194,0.1
6204,-117.78517,45.26978,0.25
3345,-117.78472,45.315,9.0
3348,-117.77639,45.59667,0.01
1403,-117.77469,45.69862,1.5
2597,-117.77389,44.49667,5.0
1660,-117.77166,44.525,0.01
633,-117.77036,45.45456,0.01
5390,-117.76917,45.72833,0.1
1659,-117.76833,44.525,0.01
5444,-117.76,45.14278,0.8
1373,-117.75996,45.23617,0.01
6062,-117.75667,45.04056,0.25
2067,-117.75667,44.46333,3.0
6008,-117.75528,45.66917,0.1
1306,-117.75517,45.45121,0.01
4749,-117.75361,45.60278,0.1
5882,-117.7533,44.48881,0.2
5365,-117.75278,45.69861,29.6
5747,-117.75,45.53333,6.5
2384,-117.74972,45.24389,0.01
2431,-117.74944,45.67139,40.0
5886,-117.74917,45.69833,0.1
5101,-117.74833,44.49,0.01
5877,-117.7475,45.82444,0.25
4879,-117.7471,45.7762,2.0
3722,-117.74528,45.645,2.0
4019,-117.74278,45.57667,0.1
1374,-117.74244,45.12866,0.1
188,-117.73923,45.52033,0.01
6027,-117.73778,45.59556,0.25
4762,-117.73722,45.27444,0.01
6197,-117.73639,45.7825,0.1
1696,-117.735,44.65167,0.01
6007,-117.73417,45.82222,0.25
191,-117.73362,45.17453,1.0
1650,-117.73233,45.11,0.01
4495,-117.73056,45.56972,0.01
4001,-117.73056,45.73694,0.1
5509,-117.7295,45.80206,0.01
5083,-117.72917,45.74167,2.0
4778,-117.7272,45.7678,0.6
630,-117.72498,45.55064,0.1
137,-117.72467,45.76667,0.5
3758,-117.72222,45.61306,0.1
4492,-117.72194,45.23972,0.15
2420,-117.72139,45.705,0.46
4781,-117.721,46.0729,75529.6
2901,-117.72028,45.80722,0.01
2068,-117.71667,45.80333,0.25
3902,-117.71639,45.07194,0.1
3891,-117.715,45.75472,0.01
631,-117.71468,45.5504,0.1
629,-117.71451,45.55402,0.1
4854,-117.7137,45.05969,0.1
136,-117.71367,45.72941,0.5
2015,-117.71333,45.23333,0.1
3652,-117.71333,45.72861,0.1
3043,-117.71194,45.55028,0.1
4754,-117.7118,45.7843,0.1
3045,-117.71167,45.54472,0.1
694,-117.71031,45.05207,0.01
4156,-117.71028,45.15056,0.7
2072,-117.71,45.63533,0.14
3098,-117.70972,45.83139,0.01
1511,-117.70877,45.62986,1.25
5336,-117.7075,45.6975,0.1
1404,-117.70727,45.24651,0.01
2426,-117.70611,45.69528,0.1
4080,-117.70472,45.56694,4.8
3100,-117.70306,45.83194,0.01
2333,-117.70222,45.62667,0.2
2642,-117.69972,45.06528,0.25
4475,-117.69972,45.11417,0.01
632,-117.69887,45.53931,0.01
1348,-117.69694,45.21089,0.01
4100,-117.69694,44.62028,0.1
491,-117.69549,44.59505,1.0
3590,-117.695,45.66667,26.75
5106,-117.69395,45.23292,0.1
1316,-117.69301,45.81263,0.01
1476,-117.69297,45.65923,0.01
710,-117.68974,45.07018,0.01
3101,-117.68889,45.80528,0.01
1477,-117.68804,45.69613,0.01
4753,-117.6871,45.8592,0.1
5741,-117.6775,45.62083,0.18
3589,-117.67611,45.63222,0.1
4151,-117.67417,45.63778,0.17
4464,-117.67361,45.74778,0.01
4152,-117.67333,45.65639,0.1
627,-117.67208,45.71468,0.01
6218,-117.67139,45.83833,0.1
2442,-117.67111,45.78528,0.1
535,-117.67039,44.60199,20.0
5788,-117.6693,45.71743,0.1
1400,-117.66744,45.75077,0.1
4303,-117.66639,45.54667,1.6
4456,-117.66639,45.61889,0.1
5742,-117.66528,45.65028,0.1
4158,-117.66333,45.54194,0.25
437,-117.6627,45.66386,23.0
1475,-117.66229,45.69309,0.01
2328,-117.65556,45.12417,0.3
3036,-117.65528,45.53944,0.05
6207,-117.65472,45.69556,0.1
4751,-117.651,45.8054,0.1
4760,-117.6498,45.642,0.1
2334,-117.64944,45.62444,0.01
6013,-117.64778,45.65556,132.0
4766,-117.64306,44.505,49100.0
3053,-117.64,45.595,4.0
2329,-117.63667,44.44333,1.1
2071,-117.63667,45.745,0.08
126,-117.63629,45.8163,0.5
4469,-117.63306,45.68167,0.25
4224,-117.63194,44.46694,0.01
621,-117.63115,45.72543,4.2
414,-117.63108,45.64547,5.0
1467,-117.62579,45.80152,0.1
5772,-117.62458,45.59828,0.01
1661,-117.62383,44.60783,0.01
6028,-117.62374,44.47868,8.5
4761,-117.62333,45.00028,0.01
127,-117.6224,45.78758,0.5
3044,-117.61694,44.56389,0.2
1639,-117.61666,45.635,1.0
4090,-117.61639,45.91972,0.25
4763,-117.61472,44.62333,0.1
5377,-117.61417,45.87528,17.5
5095,-117.61389,45.76639,0.01
3900,-117.61361,45.66722,0.5
841,-117.61216,45.9177,0.25
3447,-117.60917,45.86083,0.01
351,-117.60883,44.6077,0.1
5782,-117.6075,45.83051,0.01
1658,-117.60666,44.61333,0.3
932,-117.60641,45.68204,2.5
4770,-117.6061,45.5031,19.5
2039,-117.605,45.87667,20.0
6217,-117.60444,45.89028,0.1
623,-117.60252,45.66808,5.5
3247,-117.60139,45.88,0.1
6016,-117.60083,45.75361,5.0
4757,-117.5993,45.5016,0.01
128,-117.59836,45.79854,0.25
6209,-117.59667,45.64528,0.55
6014,-117.59611,45.67056,9.2
3750,-117.59417,45.70778,0.1
1648,-117.5935,45.552,0.1
4746,-117.5933,45.565,0.34
2619,-117.59056,44.63472,14.0
3454,-117.59028,45.84694,0.2
5667,-117.58917,45.62083,0.01
4169,-117.58861,45.87889,55.0
3242,-117.58722,45.90222,0.01
3241,-117.58722,45.93222,0.1
536,-117.58716,45.6275,0.25
1677,-117.58666,45.66166,0.92
3444,-117.58444,45.86278,0.01
2506,-117.58417,44.94194,0.1
3744,-117.58389,45.50194,0.1
3096,-117.58361,45.38778,3270.0
5354,-117.58306,45.66028,0.1
6031,-117.57722,45.91583,0.75
1686,-117.577,44.44266,0.04
1675,-117.57633,45.667,0.5
3048,-117.57417,44.60889,0.1
4851,-117.57333,44.47833,5.0
4752,-117.57158,45.56022,0.1
2624,-117.57083,44.64389,0.1
1388,-117.57051,45.51714,0.01
5540,-117.57028,44.44083,0.5
83,-117.57,45.56667,0.25
3516,-117.56861,45.80083,0.01
2038,-117.56667,45.86833,16.0
3641,-117.56639,45.46361,10.5
4750,-117.5652,45.8581,0.25
5370,-117.56444,45.66444,0.75
3042,-117.56389,44.50028,0.1
3451,-117.56278,45.78472,0.01
4069,-117.5625,44.44222,0.05
409,-117.55643,45.78458,0.5
3445,-117.55056,45.8725,0.02
4858,-117.55027,44.50002,1.0
1368,-117.54972,45.50626,0.75
1638,-117.54533,45.49633,1.58
4860,-117.54492,44.47497,0.06
1562,-117.54482,45.47713,0.01
4220,-117.54278,45.89222,0.1
5825,-117.54167,44.45417,1.4
1472,-117.54053,45.74128,0.01
5371,-117.53972,45.74528,6.58
4777,-117.5386,45.5335,0.8
6234,-117.53778,44.47611,0.1
5366,-117.53639,45.71778,0.1
2120,-117.5355,45.782,39.0
4701,-117.5341,45.9008,1.1
2018,-117.53333,45.85,0.1
3846,-117.53278,45.70333,0.1
4231,-117.5325,44.48361,3.3
3495,-117.53111,45.94611,1.7
6011,-117.53,45.669,0.01
4855,-117.52983,44.45939,1.67
1375,-117.52961,45.47724,0.01
400,-117.52909,45.91023,0.01
5348,-117.52722,45.69972,0.1
3450,-117.52278,45.97611,0.01
4976,-117.52222,45.51306,0.52
5474,-117.522,45.80437,0.5
4470,-117.52167,45.50944,44.9
1684,-117.52166,45.82783,0.01
5645,-117.5185,45.80144,0.1
4235,-117.51806,44.44972,1516.0
4344,-117.51722,45.78639,0.1
5082,-117.51639,45.81861,0.1
3227,-117.51611,45.75889,0.01
1682,-117.51083,45.827,0.08
687,-117.50875,45.49529,0.01
907,-117.50757,45.96799,0.01
3097,-117.50611,45.76944,0.1
5405,-117.50306,45.81333,0.25
896,-117.50258,45.96424,0.01
4711,-117.501,45.9113,1.0
5369,-117.5,45.75472,0.25
4451,-117.49972,45.78806,1.0
5770,-117.4984,45.54727,0.05
5085,-117.49583,45.82556,0.03
6238,-117.495,45.68139,0.14
5781,-117.4948,45.63288,0.06
3442,-117.49417,45.98472,0.01
3331,-117.49167,45.5025,0.11
1399,-117.48739,45.81795,0.01
5358,-117.48719,45.78072,0.1
686,-117.48258,45.49849,0.01
6000,-117.48128,44.96525,0.01
2078,-117.48,45.95667,0.1
5077,-117.48,46.01111,0.1
3736,-117.47083,45.96611,2.4
5449,-117.4697,45.78632,0.01
1706,-117.46883,45.45933,0.01
438,-117.46591,45.96831,0.01
3067,-117.46472,45.93917,0.01
4699,-117.4647,45.9692,0.1
1986,-117.46333,45.935,0.15
2792,-117.46306,45.87972,0.01
4150,-117.46083,45.47222,0.1
2019,-117.46,45.88,5.15
4345,-117.45833,45.83361,0.03
5644,-117.45833,45.82444,0.1
387,-117.45563,45.94694,0.1
1215,-117.45192,45.65062,0.24
1485,-117.45064,45.94319,0.01
391,-117.45025,45.90334,0.1
5076,-117.44583,45.76417,0.1
1553,-117.44476,44.88148,0.1
1510,-117.44013,45.96836,8.0
626,-117.43609,45.65808,0.1
1460,-117.43594,45.67618,0.01
2805,-117.43556,45.61611,0.35
2027,-117.435,45.89333,0.23
3099,-117.43444,45.87722,0.01
3069,-117.43278,45.91528,0.25
5461,-117.4325,45.89035,3.64
895,-117.42999,45.88162,0.01
5744,-117.42306,45.87583,0.01
2060,-117.42167,45.87833,2.5
708,-117.42026,45.62859,0.01
4767,-117.4196,45.0046,12756.7
4823,-117.41639,45.99583,0.01
398,-117.41395,45.87113,0.1
6239,-117.41306,45.41778,0.1
3102,-117.41139,45.88917,0.09
1995,-117.40667,45.68833,0.01
1213,-117.40483,45.63942,0.01
4041,-117.40361,45.40917,0.1
5350,-117.40167,45.99722,0.25
5086,-117.39833,45.58556,0.1
6240,-117.39778,45.44472,0.1
5090,-117.38861,45.60694,1.1
4500,-117.38778,45.59361,0.71
1372,-117.38737,45.45074,0.01
2507,-117.38472,45.92917,0.02
5080,-117.38417,45.81,0.1
2317,-117.38,45.63444,0.25
6029,-117.37944,45.67639,0.25
4742,-117.37889,44.87917,0.01
3441,-117.37611,45.93139,0.01
2445,-117.37583,45.68,0.02
4698,-117.3739,45.9845,4.0
2282,-117.37361,45.63889,0.01
5643,-117.37083,45.43556,0.1
5347,-117.37028,45.92556,0.1
4617,-117.3688,45.3805,0.1
3818,-117.36389,45.93083,3.25
3330,-117.36361,45.67056,0.1
5647,-117.36331,45.79447,0.1
4921,-117.36222,45.87778,0.02
30,-117.36191,45.85132,0.01
4064,-117.36111,45.68472,0.01
5352,-117.36083,45.82583,0.25
6235,-117.36028,45.98611,0.1
5351,-117.35944,45.88306,0.1
6198,-117.35611,45.96778,0.1
5648,-117.35528,45.79347,0.1
5462,-117.35361,45.95444,0.25
2032,-117.35,45.645,0.01
1778,-117.35,45.65,0.12
3844,-117.34972,45.95056,4.2
3244,-117.34972,45.86778,1.0
5460,-117.3471,45.80333,3.75
1370,-117.34594,45.6427,0.5
5458,-117.34361,45.96,0.1
3653,-117.34306,45.77917,0.1
3439,-117.34139,45.99,0.03
2411,-117.34028,45.62056,0.4
3073,-117.34,45.93111,0.1
2292,-117.33889,45.86167,0.01
3821,-117.33861,45.82639,0.1
4493,-117.33778,44.83778,13.2
6241,-117.33028,45.36889,0.25
80,-117.32814,44.86359,0.25
1777,-117.3265,45.86467,0.1
5420,-117.32639,45.42611,0.1
5802,-117.3262,45.64386,0.25
5884,-117.32611,45.77806,0.25
3321,-117.32583,45.9525,0.2
5182,-117.32528,45.84222,0.1
1397,-117.32483,45.95857,0.1
904,-117.32461,45.97667,0.1
5419,-117.3229,45.3666,0.1
6199,-117.32167,45.45944,8.0
4170,-117.32139,45.98389,3.9
4306,-117.32,45.67722,0.1
5416,-117.31944,45.66333,1.6
2405,-117.31889,45.59778,0.1
6010,-117.31639,45.91167,0.1
3068,-117.31444,45.32917,1.01
4611,-117.3114,45.5849,3.6
1354,-117.31006,45.83704,0.01
1633,-117.30833,45.81666,0.24
2037,-117.30833,45.90333,0.01
3532,-117.30639,45.66639,0.01
5524,-117.305,45.66639,0.65
6032,-117.30361,45.58306,0.1
4463,-117.30194,44.86861,0.1
3446,-117.30194,45.60639,0.01
1595,-117.30166,45.4,0.25
29,-117.30043,45.85567,0.1
5999,-117.30007,44.86697,0.01
2931,-117.3,45.65278,0.03
1507,-117.29928,45.96579,0.65
6233,-117.29889,45.67306,0.1
998,-117.29703,44.84575,10.0
2005,-117.29667,45.61,0.15
6236,-117.29472,45.97472,0.1
123,-117.28857,45.66148,0.1
2040,-117.28833,45.68833,0.1
31,-117.28436,45.84789,0.1
32,-117.28417,45.86309,0.01
2392,-117.28389,45.56472,1.0
894,-117.28362,45.65772,0.01
5422,-117.2794,45.60801,0.01
82,-117.27912,45.78926,0.01
413,-117.27876,45.63946,0.1
508,-117.27767,45.92205,0.01
5096,-117.27611,45.68917,1.1
2388,-117.27583,45.52417,2.0
2033,-117.27333,45.91667,0.01
3336,-117.27333,45.96833,0.01
125,-117.27329,45.62787,0.01
5421,-117.2723,45.57726,0.35
2118,-117.2698,45.9478,0.5
3504,-117.26944,45.39583,0.01
6026,-117.26778,45.60111,0.1
520,-117.26772,45.63216,0.01
5463,-117.2671,45.91872,0.3
2020,-117.26667,45.82833,0.01
5141,-117.25889,45.62194,0.1
883,-117.25734,45.61729,0.25
3349,-117.25583,44.82917,157.0
5843,-117.2546,45.85004,0.1
81,-117.25302,45.82178,0.01
1394,-117.25168,45.97306,0.01
3764,-117.25111,44.96389,0.25
3910,-117.24972,45.60861,1.9
3240,-117.245,45.97083,0.01
1204,-117.24177,45.31289,16028.0
2505,-117.24167,45.89917,0.1
1331,-117.23562,45.91455,0.01
6212,-117.22972,45.43944,65.0
958,-117.22873,45.32819,0.01
2930,-117.22667,45.32444,0.1
2023,-117.215,45.93633,1.1
5353,-117.20278,44.89194,0.1
6213,-117.19861,45.47472,82.0
3237,-117.19722,45.77778,0.25
410,-117.195,46.01167,0.1
1636,-117.193,45.31683,0.25
3238,-117.18889,45.90583,4.8
6215,-117.18611,45.59806,0.1
4396,-117.18306,45.00167,30.7
2,-117.1796,45.29837,0.01
3095,-117.17528,45.77056,6.6
131,-117.16891,45.7455,0.1
996,-117.16832,45.70543,5.0
5355,-117.16583,45.96,0.1
5372,-117.16417,45.50917,2.5
5373,-117.15472,45.51194,0.25
2061,-117.15333,45.07333,11600.0
4404,-117.15333,45.99972,131.8
5183,-117.14667,45.67611,0.1
4720,-117.1463,45.9779,763.0
1351,-117.14331,45.28024,0.01
5435,-117.1428,45.56488,0.01
4832,-117.12028,45.68361,0.75
3243,-117.11861,45.96139,11.5
1555,-117.11428,45.68514,0.25
493,-117.11199,45.28721,0.1
4779,-117.095,46.0159,580.0
4697,-117.0944,45.7446,0.1
5838,-117.08992,45.98472,7604.0
3206,-117.08306,45.73278,1.4
2610,-117.08194,45.71472,1.82
3049,-117.08167,45.66694,0.1
4417,-117.08083,45.96222,21.7
4643,-117.0771,45.9738,1.6
6059,-117.06917,45.32861,0.1
6030,-117.0685,45.45128,4.0
4802,-117.06767,45.62136,0.25
666,-117.06485,45.33887,0.02
3937,-117.06306,45.73528,21.0
190,-117.06055,45.27704,0.01
2302,-117.0545,45.9691,8100.0
4114,-117.05417,45.27222,0.1
3204,-117.05278,45.32361,0.1
5652,-117.03889,45.37056,0.1
2390,-117.03722,45.53389,2.25
1479,-117.03496,45.30223,0.01
5093,-117.02917,45.72722,2.08
4480,-117.02833,45.27528,0.1
2035,-117.02333,45.29167,0.01
6200,-117.01389,45.305,0.1
4853,-117.00139,45.30528,0.8
4455,-117.0,44.45528,0.01
3449,-116.99194,45.33917,0.08
140,-116.98944,45.28045,3197.0
521,-116.98716,45.96924,7.0
840,-116.97519,44.9517,0.01
183,-116.97374,45.34242,0.1
6214,-116.96972,45.59889,63.0
4107,-116.9375,45.39361,1.3
3443,-116.93528,45.68278,0.01
139,-116.93333,45.31667,0.1
3585,-116.92833,45.98639,73500.0
1554,-116.92696,45.53486,0.01
3216,-116.91194,45.64194,0.01
3751,-116.90694,45.66583,0.1
4430,-116.90028,45.33861,0.1
1819,-116.9,44.96972,53523.45
2047,-116.9,45.97333,12946.01
3591,-116.9,45.42972,44.0
142,-116.89567,45.7055,2.0
149,-116.89333,45.64,0.02
3974,-116.89111,45.64056,0.1
150,-116.89069,45.63676,0.01
2928,-116.88972,45.33556,0.03
147,-116.88433,45.0225,0.5
5799,-116.879,45.60051,3.0
145,-116.87487,45.90719,56319.0
143,-116.87085,45.59645,500.0
2036,-116.87,45.465,0.1
6064,-116.84694,45.60056,1.0
4226,-116.84139,45.44667,160.0
189,-116.83597,45.30367,0.1
3070,-116.82111,45.29917,0.01
3936,-116.82056,45.46333,128.15
4347,-116.81333,45.52083,4524.0
2312,-116.8011,45.6182,6474.0
6003,-116.80056,45.35056,2.1
3353,-116.80028,45.34889,0.01
2336,-116.80028,45.27806,0.05
141,-116.79921,45.73756,4035.0
3023,-116.79111,45.11889,0.01
